##
## Kepler Eclipsing Binary Catalog
## Revision Date (Y/M/D): Aug. 9, 2016, 10:12 a.m.
## Download Date (Y/M/D): 2016/09/26
##
## Query String: {&quot;sort&quot;:&quot;kic&quot;,&quot;kics&quot;:[],&quot;campaign&quot;:[&quot;-2&quot;],&quot;etvlong&quot;:true,&quot;cols&quot;:[&quot;sdepth&quot;,&quot;glon&quot;,&quot;scdata&quot;,&quot;camp&quot;,&quot;pteff&quot;,&quot;cteff&quot;,&quot;ra&quot;,&quot;bjd0&quot;,&quot;morph&quot;,&quot;glat&quot;,&quot;n&quot;,&quot;koi&quot;,&quot;pdepth&quot;,&quot;kic&quot;,&quot;lcdata&quot;,&quot;dec&quot;,&quot;koiid&quot;,&quot;keff&quot;,&quot;p&quot;,&quot;sep&quot;,&quot;pwidth&quot;,&quot;swidth&quot;,&quot;bjd0err&quot;,&quot;perr&quot;,&quot;kmag&quot;],&quot;etvshort&quot;:true,&quot;incat1&quot;:true,&quot;kois&quot;:[]}
##
KIC,camp,KOI,Mult,period,period_err,bjd0,bjd0_err,pdepth,sdepth,pwidth,swidth,sep,morph,RA,DEC,GLon,GLat,kmag,Teff,Teff(Pinsonneault),Teff(Casagrande),KOI,SC,
4743626,Kepler,-1,1,1.3028754,0.0000015,54954.927299,0.071581,0.0193,0.0173,0.2512,0.2881,0.5093,0.95,290.8470,39.8040,72.0383,11.3556,12.1040,6219.0000,6492.0000,6628.0000,False,False,
4751083,Kepler,3691,1,4.5323700,0.0000343,55000.401673,0.021343,0.0383,0.0154,0.0282,0.0306,0.5087,0.22,293.0865,39.8018,72.8206,9.8166,16.0280,6058.0000,-1.0000,-1.0000,True,False,
4753988,Kepler,-1,1,7.3044260,0.0000187,54968.025737,0.025648,0.1309,0.0445,0.0206,0.0226,0.4976,0.16,293.8439,39.8754,73.1590,9.3346,14.9890,5766.0000,6047.0000,5850.0000,False,False,
4757331,Kepler,-1,1,2.3620885,0.0000037,54966.303609,0.017278,0.0592,0.0408,0.0397,0.0364,0.5001,0.33,294.6854,39.8318,73.4266,8.7435,15.7250,5092.0000,5317.0000,5154.0000,False,False,
4758092,Kepler,-1,1,0.2891660,0.0000002,54964.779256,0.016704,0.1516,0.1488,0.2076,0.1912,0.5082,0.90,294.8686,39.8910,73.5467,8.6477,15.4200,5682.0000,5987.0000,6059.0000,False,False,
4758368,Kepler,-1,1,3.7499354,0.0000070,54958.206761,0.065651,0.0362,0.0346,0.0903,0.0869,0.4979,0.57,294.9364,39.8525,73.5373,8.5836,10.8050,4594.0000,4831.0000,4560.0000,False,True,
4760746,Kepler,1455,1,15.0680733,0.0000662,54955.460027,0.021591,0.0172,-1.0000,0.0085,-1.0000,1.0000,0.06,295.4783,39.8677,73.7515,8.2253,15.9500,5735.0000,-1.0000,-1.0000,True,False,
4761060,Kepler,2249,1,3.3613913,0.0000060,55002.021782,-1,0.0005,-1.0000,0.2213,-1.0000,1.0000,-1.00,295.5471,39.8618,73.7718,8.1761,12.3010,6512.0000,6756.0000,6699.0000,True,True,
4762887,Kepler,-1,1,0.7365737,0.0000007,54964.770988,0.039365,0.0200,0.0179,0.2657,0.2328,0.4984,0.95,295.9128,39.8472,73.8956,7.9231,14.3660,6556.0000,6755.0000,6970.0000,False,False,
4769799,Kepler,5086,1,21.9293139,0.0000881,54968.505532,0.061744,0.0222,-1.0000,0.0162,-1.0000,1.0000,0.12,297.3174,39.8780,74.4552,6.9982,10.9460,4911.0000,5130.0000,5033.0000,True,True,
4773155,Kepler,-1,1,25.7060003,0.0001106,54989.837466,0.361424,0.4278,0.3464,0.0141,0.0067,0.6773,0.02,297.9827,39.8941,74.7258,6.5639,13.5920,5447.0000,5604.0000,5870.0000,False,False,
4815612,Kepler,5090,1,3.8568000,0.0001293,54999.315013,0.024885,0.1836,0.1292,0.0381,0.0412,0.5009,0.33,284.5212,39.9507,70.1313,15.8439,15.1750,6387.0000,-1.0000,-1.0000,True,False,
4824268,Kepler,3533,1,152.1514239,0.0013735,55048.015172,0.164361,0.1456,0.0788,0.0059,0.0016,0.5217,0.03,288.2829,39.9922,71.3544,13.2153,14.6100,5945.0000,6218.0000,5844.0000,True,False,
4826439,Kepler,6121,1,2.4742946,0.0000039,54965.657054,0.040069,0.4206,0.4157,0.0841,0.0876,0.4997,0.54,289.0298,39.9519,71.5622,12.6784,13.8200,5909.0000,6106.0000,6296.0000,True,False,
4832197,Kepler,1661,1,1.8954655,0.0000026,54954.965798,0.011438,0.0118,0.0102,0.0324,0.0320,0.4997,0.31,290.7381,39.9197,72.1071,11.4814,11.5100,6039.0000,6338.0000,6254.0000,True,False,
4839180,Kepler,-1,1,8.8526867,0.0000242,54953.952362,0.036372,0.2593,0.1644,0.0254,0.0251,0.4992,0.22,292.8376,39.9338,72.8512,10.0469,13.5010,6033.0000,6231.0000,6419.0000,False,False,
4840263,Kepler,-1,1,1.9156478,0.0000027,54966.371846,0.023087,0.1349,0.0683,0.0681,0.0709,0.4992,0.48,293.1216,39.9756,72.9899,9.8723,13.9880,5725.0000,5841.0000,5985.0000,False,False,
4840327,Kepler,5093,1,26.7371326,0.0001193,54979.846591,0.030975,0.0538,-1.0000,0.0065,-1.0000,1.0000,0.04,293.1391,39.9257,72.9512,9.8375,12.6880,5802.0000,6125.0000,5974.0000,True,False,
4840818,Kepler,-1,1,10.0495365,0.0000294,54966.119445,0.026364,0.0500,0.0238,0.0147,0.0154,0.4995,0.12,293.2797,39.9158,72.9924,9.7371,14.3550,6113.0000,6357.0000,6640.0000,False,False,
4843222,Kepler,-1,1,0.3874053,0.0000003,54964.901521,0.023302,0.1429,0.1381,0.2452,0.2079,0.5065,0.96,293.9279,39.9313,73.2395,9.3036,14.3900,5976.0000,6177.0000,6456.0000,False,False,
4843592,Kepler,4683,1,0.4835365,0.0000004,54862.093711,0.016435,0.0011,-1.0000,0.0999,-1.0000,1.0000,0.67,294.0235,39.9241,73.2677,9.2354,15.1200,5499.0000,5713.0000,5968.0000,True,False,
4847343,Kepler,-1,1,11.4169170,0.0000351,55005.987387,-1,0.0001,-1.0000,0.1147,-1.0000,1.0000,-1.00,294.9517,39.9294,73.6115,8.6098,12.8370,6272.0000,5134.0000,6357.0000,False,False,
4847369,Kepler,-1,1,12.3500141,0.0000394,55001.737547,-1,-0.0004,-1.0000,0.2031,-1.0000,1.0000,-1.00,294.9584,39.9046,73.5918,8.5935,13.7360,6141.0000,6405.0000,6506.0000,False,False,
4847832,Kepler,-1,1,30.9602366,0.0001451,54972.434160,0.039027,0.3563,0.3200,0.0073,0.0166,0.5402,0.08,295.0766,39.9583,73.6832,8.5392,12.4500,5648.0000,5159.0000,6203.0000,False,False,
4847843,Kepler,3505,1,30.9597261,0.0001451,55003.408791,0.038499,0.0005,-1.0000,0.0064,-1.0000,1.0000,0.06,295.0796,39.9625,73.6880,8.5392,13.4050,5394.0000,5299.0000,5293.0000,True,False,
4848423,Kepler,3560,1,3.0036527,0.0000100,55000.580941,0.034380,0.3676,0.3537,0.0640,0.0663,0.5000,0.48,295.2175,39.9100,73.6923,8.4213,11.8250,6239.0000,-1.0000,-1.0000,True,False,
4850874,Kepler,-1,1,1.7759010,0.0000024,54953.774436,0.097071,0.0395,0.0307,0.2995,0.2576,0.4807,0.94,295.7640,39.9034,73.8895,8.0502,12.2280,6931.0000,7306.0000,6177.0000,False,False,
4851217,Kepler,-1,1,2.4702800,0.0000038,54953.900507,0.046711,0.1980,0.1815,0.0984,0.0957,0.4804,0.58,295.8340,39.9523,73.9589,8.0268,11.1080,6694.0000,6977.0000,-9999.0000,False,True,
4851464,Kepler,1757,1,5.5482571,0.0000159,55005.060765,0.046500,0.0470,-1.0000,0.0465,-1.0000,1.0000,0.34,295.8887,39.9113,73.9432,7.9703,15.7520,5891.0000,-1.0000,-1.0000,True,False,
4852055,Kepler,-1,1,2.4148570,0.0000038,54966.425501,0.149482,0.0017,0.0017,0.2267,0.2159,0.5030,0.96,296.0143,39.9083,73.9876,7.8845,14.0790,5645.0000,6136.0000,6234.0000,False,False,
4853067,Kepler,-1,1,1.3409216,0.0000016,54954.860913,0.072736,0.0061,0.0040,0.2827,0.2393,0.4981,0.88,296.2211,39.9230,74.0782,7.7529,13.1420,5838.0000,6078.0000,6226.0000,False,False,
4857282,Kepler,-1,1,0.2507526,0.0000001,54904.264881,0.013134,0.0018,0.0019,0.1262,0.1509,0.5010,0.75,297.0898,39.9039,74.3908,7.1627,14.1730,5456.0000,5709.0000,5663.0000,False,False,
4859432,Kepler,-1,1,0.3854800,0.0000003,54949.994605,0.020572,0.3467,0.3223,0.1122,0.1102,0.5022,0.77,297.5548,39.9834,74.6385,6.8927,15.5350,5067.0000,5475.0000,5781.0000,False,False,
4860932,Kepler,1600,1,12.3653560,0.0000394,54970.890452,0.073283,0.0003,-1.0000,0.0168,-1.0000,1.0000,0.10,297.8440,39.9898,74.7555,6.7039,14.5900,5805.0000,6064.0000,6225.0000,True,False,
4862625,Kepler,-1,1,20.0002491,0.0000795,54967.819337,0.032114,0.0126,0.0012,0.0092,0.0110,0.3927,0.06,298.2151,39.9551,74.8691,6.4405,13.7180,6149.0000,6380.0000,6277.0000,False,True,
4902030,Kepler,-1,1,1.7576060,0.0000025,54965.266622,0.016349,0.4804,0.2766,0.0514,0.0486,0.5006,0.39,283.6116,40.0562,69.9602,16.5292,15.9290,4235.0000,4447.0000,4362.0000,False,False,
4904304,Kepler,-1,1,0.3894740,0.0000003,54964.743865,0.023696,0.1822,0.1681,0.1840,0.2102,0.5039,0.89,284.6720,40.0106,70.2346,15.7600,13.0040,5954.0000,6151.0000,6488.0000,False,False,
4908495,Kepler,-1,1,3.1203153,0.0000055,54965.368046,0.020822,0.2509,0.1915,0.0373,0.0370,0.5001,0.32,286.6577,40.0273,70.8657,14.3666,13.8710,4731.0000,4907.0000,4940.0000,False,False,
4909422,Kepler,-1,1,0.3951035,0.0000003,54953.788909,0.018311,0.1019,0.0884,0.1216,0.1139,0.5013,0.72,287.0809,40.0463,71.0179,14.0775,12.1350,5404.0000,5461.0000,6296.0000,False,False,
4909707,Kepler,3175,1,2.3023637,0.0000035,54953.913193,0.115092,0.0644,0.0351,0.1440,0.2721,0.5028,0.72,287.2069,40.0030,71.0172,13.9718,10.6910,-1.0000,-1.0000,-1.0000,True,False,
4912589,Kepler,-1,1,68.3766074,0.0004415,54965.141492,0.018804,0.0877,0.0828,0.0023,0.0022,0.4998,0.01,288.3205,40.0005,71.3744,13.1925,12.8690,-1.0000,-1.0000,-1.0000,False,False,
4912991,Kepler,5997,1,8.8850348,0.0000246,54971.049805,0.015974,0.0224,0.0215,0.0108,0.0117,0.5003,0.09,288.4721,40.0877,71.5054,13.1231,11.2970,6032.0000,6309.0000,6396.0000,True,True,
4921906,Kepler,-1,1,0.2137324,0.0000001,54964.617446,0.011635,0.0202,0.0232,0.2594,0.2491,0.5140,0.96,291.2036,40.0794,72.4130,11.2310,15.2030,4800.0000,5002.0000,-9999.0000,False,False,
4928119,Kepler,1664,1,44.6390151,0.0003133,54989.452504,0.020686,0.0371,-1.0000,0.0020,-1.0000,1.0000,0.00,293.0262,40.0731,73.0440,9.9819,15.5100,5940.0000,-1.0000,-1.0000,True,False,
4929299,Kepler,4018,1,0.8687195,0.0000011,54965.083909,0.011478,0.0002,-1.0000,0.0734,-1.0000,1.0000,0.51,293.3510,40.0597,73.1476,9.7548,14.7740,5531.0000,-1.0000,-1.0000,True,False,
4931073,Kepler,-1,1,26.9512358,0.0001193,54956.971242,0.052407,0.0836,0.0564,0.0108,0.0095,0.2472,0.08,293.8297,40.0312,73.2937,9.4166,11.9570,6453.0000,6682.0000,6764.0000,False,True,
4932348,Kepler,819,1,38.0367727,0.0001952,54991.896792,0.030032,0.0829,0.0018,0.0045,0.0056,0.7696,0.02,294.1479,40.0555,73.4305,9.2124,15.4720,5386.0000,5420.0000,5741.0000,True,False,
4932691,Kepler,-1,1,18.1120792,0.0000685,54967.712673,0.042021,0.1114,0.0376,0.0134,0.0107,0.2648,0.10,294.2402,40.0075,73.4209,9.1275,13.6270,7109.0000,-9999.0000,7055.0000,False,False,
4935914,Kepler,3743,1,3.4863333,0.0000698,54999.242862,0.017608,0.0496,-1.0000,0.0298,-1.0000,1.0000,0.23,295.0519,40.0126,73.7224,8.5817,17.9140,-1.0000,-1.0000,-1.0000,True,False,
4936180,Kepler,820,1,4.6409218,0.0000097,54964.943578,-1,0.0060,-1.0000,0.0114,-1.0000,1.0000,-1.00,295.1137,40.0712,73.7972,8.5680,15.2700,6287.0000,6546.0000,5902.0000,True,True,
4936334,Kepler,-1,1,0.3543686,0.0000002,54964.924771,0.020600,0.0227,0.0212,0.2478,0.2340,0.5121,0.96,295.1486,40.0331,73.7762,8.5263,15.6480,3955.0000,-9999.0000,-9999.0000,False,False,
4936680,Kepler,-1,1,0.6662267,0.0000117,54999.866063,0.032830,0.3909,0.1795,0.1680,0.1810,0.5008,0.67,295.2389,40.0822,73.8532,8.4890,14.3120,7905.0000,-1.0000,-1.0000,False,False,
4936990,Kepler,3290,1,10.3145092,0.0000385,55187.308477,0.023165,0.0092,0.0018,0.0128,0.0134,0.4994,0.10,295.3021,40.0698,73.8655,8.4406,15.2950,6099.0000,-1.0000,-1.0000,True,False,
4937143,Kepler,3715,1,9.8488760,0.0003133,55002.141381,0.033773,0.0257,0.0222,0.0212,0.0214,0.6346,0.16,295.3388,40.0373,73.8502,8.4003,16.3500,6705.0000,-1.0000,-1.0000,True,False,
4937217,Kepler,-1,1,0.4293417,0.0000003,54964.627168,0.026140,0.2806,0.2574,0.1342,0.1634,0.5020,0.82,295.3542,40.0030,73.8254,8.3736,15.4020,6075.0000,6281.0000,7257.0000,False,False,
4940201,Kepler,-1,1,8.8166283,0.0000244,54967.276926,0.025440,0.0347,0.0177,0.0181,0.0161,0.5013,0.15,295.9835,40.0617,74.1115,7.9794,14.9840,5284.0000,5534.0000,5558.0000,False,False,
4940438,Kepler,1561,1,9.0859070,0.0000265,54969.651791,0.015542,0.0025,-1.0000,0.0089,-1.0000,1.0000,0.08,296.0334,40.0196,74.0931,7.9256,15.5490,5659.0000,6001.0000,5857.0000,True,False,
4941060,Kepler,-1,1,0.3034224,0.0000002,54964.691063,0.016973,0.4200,0.3465,0.1298,0.1058,0.5007,0.75,296.1653,40.0800,74.1958,7.8666,15.3800,5197.0000,5187.0000,5310.0000,False,False,
4945035,Kepler,5108,1,1.1746830,0.0000013,55002.423514,0.018235,0.0004,-1.0000,0.0846,-1.0000,1.0000,0.50,296.9907,40.0753,74.5033,7.3134,14.0090,5739.0000,5936.0000,6222.0000,True,False,
4945588,Kepler,-1,1,1.1290800,0.0000012,54954.186276,0.060892,0.0399,0.0384,0.2583,0.2757,0.5037,0.99,297.1154,40.0242,74.5060,7.2051,11.1500,5999.0000,6180.0000,5939.0000,False,True,
4945857,Kepler,-1,1,0.3354148,0.0000002,54964.832845,0.018084,0.1382,0.1256,0.1561,0.0975,0.5012,0.75,297.1856,40.0491,74.5546,7.1707,13.9640,5232.0000,5441.0000,5766.0000,False,False,
4946584,Kepler,4088,1,0.4539717,0.0000003,55063.182705,0.013106,0.0014,-1.0000,0.1394,-1.0000,1.0000,0.62,297.3605,40.0561,74.6275,7.0579,13.8190,6179.0000,6434.0000,6634.0000,True,False,
4946680,Kepler,-1,1,8.6652604,0.0000238,54965.209594,0.020623,0.0018,0.0011,0.0131,0.0173,0.4255,0.10,297.3825,40.0242,74.6080,7.0274,13.8520,5768.0000,6057.0000,6193.0000,False,False,
4947528,Kepler,-1,1,0.4969885,0.0000004,54964.674045,0.026550,0.1760,0.1232,0.1428,0.1869,0.5039,0.75,297.5731,40.0724,74.7233,6.9248,13.9100,6828.0000,7245.0000,7010.0000,False,False,
4947726,Kepler,-1,1,4.7260862,0.0000100,54965.922364,0.027235,0.1751,0.0146,0.0321,0.0263,0.5506,0.22,297.6151,40.0608,74.7293,6.8911,15.1810,5638.0000,5885.0000,5638.0000,False,False,
4948863,Kepler,-1,1,8.6435903,0.0000238,54972.831420,0.020298,0.0592,0.0124,0.0134,0.0141,0.5025,0.10,297.8501,40.0687,74.8266,6.7393,15.4140,5490.0000,5743.0000,5626.0000,False,False,
4949187,Kepler,-1,1,11.9773917,0.0000380,54997.748947,-1,0.0008,-1.0000,0.0861,-1.0000,1.0000,-1.00,297.9250,40.0884,74.8727,6.6996,13.8240,6307.0000,6622.0000,6833.0000,False,False,
4949194,Kepler,-1,1,41.2632016,0.0002188,54997.894523,-1,-0.0006,-1.0000,0.0525,-1.0000,1.0000,-1.00,297.9279,40.0549,74.8446,6.6808,8.9420,8444.0000,-9999.0000,-9999.0000,False,True,
4949770,Kepler,-1,1,1.5640913,0.0000020,54955.080993,0.097898,0.1354,0.0855,0.1582,0.3222,0.5024,0.82,298.0497,40.0629,74.8987,6.6042,12.5680,7907.0000,-9999.0000,-9999.0000,False,False,
4950505,Kepler,-1,1,0.2948091,0.0000002,54964.865804,0.019584,0.0619,0.0541,0.1522,0.1463,0.5019,0.83,298.2026,40.0889,74.9806,6.5162,14.6890,5625.0000,5952.0000,5844.0000,False,False,
4950557,Kepler,-1,1,24.7147912,0.0001054,54957.777142,0.031492,0.1996,0.0005,0.0069,0.2750,0.5579,0.04,298.2144,40.0732,74.9715,6.5005,12.5260,6052.0000,6292.0000,6512.0000,False,True,
4954113,Kepler,-1,1,0.6680270,0.0000008,55001.996853,0.037931,0.0331,0.0246,0.2573,0.2556,0.4999,0.90,298.9136,40.0728,75.2441,6.0392,11.9310,7630.0000,-1.0000,-1.0000,False,False,
4990977,Kepler,6123,1,2.6490250,0.0000045,54966.378799,0.016002,0.0501,-1.0000,0.0353,-1.0000,1.0000,0.28,284.3450,40.1961,70.3143,16.0618,13.8700,5597.0000,5901.0000,5937.0000,True,False,
4991959,Kepler,-1,1,0.3609387,0.0000002,54964.757061,0.019154,0.4255,0.4004,0.1444,0.1012,0.5014,0.76,284.8071,40.1558,70.4151,15.7199,15.0220,5683.0000,5863.0000,5669.0000,False,False,
4999260,Kepler,-1,1,0.3783682,0.0000003,54953.743079,0.017178,0.0235,0.0219,0.0883,0.0952,0.5008,0.76,288.0198,40.1271,71.3952,13.4544,9.3330,5048.0000,5204.0000,5271.0000,False,False,
4999357,Kepler,-1,1,0.9901294,0.0000010,54953.890960,0.058407,0.1808,0.1698,0.1340,0.1735,0.5005,0.84,288.0530,40.1330,71.4114,13.4337,12.0120,6662.0000,6902.0000,6660.0000,False,False,
5000179,Kepler,-1,1,3.6329355,0.0000068,55124.704902,0.230112,0.0240,0.0229,0.2285,0.2710,0.4845,0.97,288.3583,40.1747,71.5495,13.2384,13.7580,9807.0000,-9999.0000,-9999.0000,False,False,
5003117,Kepler,405,1,37.6090983,0.0001952,54986.092638,0.052050,0.0271,0.0007,0.0078,0.0077,0.4416,0.05,289.3614,40.1288,71.8364,12.5231,14.0260,5387.0000,5577.0000,5716.0000,True,True,
5005570,Kepler,-1,1,0.4228439,0.0000003,54964.987536,0.025271,0.0175,0.0109,0.2569,0.2363,0.4994,0.86,290.1164,40.1321,72.0918,12.0025,13.6850,5658.0000,5841.0000,6011.0000,False,False,
5005618,Kepler,3186,1,340.9672110,0.0038107,55122.066184,0.054937,0.1737,-1.0000,0.0008,-1.0000,1.0000,0.00,290.1271,40.1595,72.1206,12.0069,11.3000,5844.0000,6076.0000,6052.0000,True,True,
5006817,Kepler,5112,1,94.8119689,0.0015784,55019.021018,-1,0.0018,-1.0000,0.0355,-1.0000,1.0000,-1.00,290.4560,40.1457,72.2189,11.7743,10.8660,4935.0000,-1.0000,-1.0000,False,False,
5008287,Kepler,-1,1,0.2918775,0.0000002,54964.561803,0.017328,0.0847,0.0847,0.2350,0.1972,0.5072,0.94,290.9527,40.1499,72.3917,11.4344,15.3130,5881.0000,6095.0000,5912.0000,False,False,
5014753,Kepler,606,1,3.1706264,0.0000056,54966.999059,0.018623,0.0139,-1.0000,0.0328,-1.0000,1.0000,0.24,292.8704,40.1053,73.0179,10.1026,14.3330,5754.0000,6042.0000,6279.0000,True,True,
5015913,Kepler,1667,1,2.3599371,0.0000036,54954.581594,0.013473,0.0013,0.0008,0.0311,0.0364,0.4988,0.28,293.2021,40.1709,73.1948,9.9070,12.9890,5487.0000,5692.0000,5793.0000,True,True,
5015926,Kepler,-1,1,0.3626874,0.0000002,54953.962477,0.019643,0.1110,0.1060,0.1417,0.1136,0.4996,0.75,293.2068,40.1301,73.1597,9.8851,12.9520,5848.0000,6119.0000,6321.0000,False,False,
5016163,Kepler,5115,1,5.2456595,0.0000115,54964.856493,0.042803,0.3860,0.3701,0.0457,0.0499,0.4996,0.40,293.2782,40.1571,73.2094,9.8490,15.7680,6017.0000,6253.0000,6111.0000,True,False,
5017058,Kepler,-1,1,2.3238948,0.0000035,54955.915793,0.027372,0.1373,0.1268,0.0641,0.0590,0.4997,0.48,293.5309,40.1505,73.2937,9.6745,13.1400,5948.0000,6150.0000,6598.0000,False,False,
5017127,Kepler,-1,1,20.0064041,0.0000780,54991.925594,-1,0.0001,-1.0000,0.0581,-1.0000,1.0000,-1.00,293.5486,40.1117,73.2651,9.6446,12.5100,6195.0000,6443.0000,6541.0000,False,False,
5018787,Kepler,-1,1,0.6071918,0.0000005,54965.014611,0.009405,0.0162,0.0061,0.0836,0.0932,0.4990,0.51,293.9912,40.1896,73.4941,9.3809,15.4280,5215.0000,5499.0000,5243.0000,False,False,
5020034,Kepler,3688,1,2.1191112,0.0000068,54999.491731,0.191840,0.1053,0.0306,0.0905,0.0399,0.5079,0.57,294.3039,40.1926,73.6097,9.1711,15.8120,6139.0000,-1.0000,-1.0000,True,False,
5021174,Kepler,3679,1,4.0450540,0.0000294,55001.636952,0.020111,0.2530,0.0443,0.0286,0.0345,0.4988,0.21,294.5880,40.1671,73.6901,8.9675,17.7050,-1.0000,-1.0000,-1.0000,True,False,
5021732,Kepler,-1,1,15.0395069,0.0000521,54977.135482,0.033432,0.0474,0.0474,0.0142,0.0129,0.5394,0.11,294.7312,40.1505,73.7276,8.8631,13.6230,6119.0000,6411.0000,6366.0000,False,True,
5022440,Kepler,-1,1,3.6939503,0.0000070,54966.608467,0.014790,0.0258,0.0071,0.0243,0.0256,0.4997,0.19,294.9026,40.1700,73.8076,8.7570,15.2860,5719.0000,5980.0000,5716.0000,False,False,
5022573,Kepler,-1,1,0.4417245,0.0000003,54953.972650,0.025156,0.1060,0.1043,0.2559,0.2312,0.5004,0.98,294.9299,40.1470,73.7972,8.7277,11.4740,5648.0000,5884.0000,5957.0000,False,True,
5022908,Kepler,-1,1,0.6372483,0.0000109,54999.972021,0.038045,0.3026,0.2223,0.2175,0.1235,0.5044,0.80,295.0124,40.1778,73.8548,8.6868,14.3090,6696.0000,-1.0000,-1.0000,False,False,
5023948,Kepler,3570,1,3.6492928,0.0000125,55002.377045,0.026476,0.1703,0.1532,0.0372,0.0420,0.4990,0.35,295.2410,40.1576,73.9210,8.5235,15.0480,6174.0000,-1.0000,-1.0000,True,False,
5024292,Kepler,3579,1,4.3010324,0.0000940,55466.368741,0.034588,0.1783,0.1402,0.0437,0.0474,0.5072,0.37,295.3002,40.1834,73.9657,8.4960,14.5730,6147.0000,-1.0000,-1.0000,True,False,
5024447,Kepler,-1,1,771.8300000,0.0147000,55267.575803,0.330264,0.0471,-1.0000,0.0024,-1.0000,1.0000,0.01,295.3202,40.1243,73.9206,8.4544,14.9800,6114.0000,6293.0000,6705.0000,False,False,
5024450,Kepler,1544,1,3.0518511,0.0000067,55188.478488,0.020404,0.0223,0.0182,0.0367,0.0390,0.4994,0.33,295.3208,40.1874,73.9768,8.4842,15.0630,5945.0000,-1.0000,-1.0000,True,True,
5025261,Kepler,-1,1,2.1714108,0.0000032,55001.691757,0.113914,0.0107,0.0091,0.2693,0.2401,0.4957,0.94,295.4448,40.1673,74.0048,8.3913,12.3430,6240.0000,6506.0000,6554.0000,False,False,
5025294,Kepler,-1,1,5.4626904,0.0000122,54967.264574,0.021094,0.0036,0.0010,0.0221,0.0251,0.3750,0.18,295.4511,40.1757,74.0145,8.3911,13.2660,5697.0000,5977.0000,-9999.0000,False,False,
5033682,Kepler,-1,1,0.3799156,0.0000003,54953.731670,0.020069,0.1058,0.0865,0.2674,0.2432,0.4836,0.94,297.2387,40.1710,74.6816,7.1957,13.2580,5611.0000,5888.0000,5922.0000,False,False,
5034333,Kepler,6124,1,6.9322800,0.0000170,54954.027612,0.054464,0.0043,-1.0000,0.0639,-1.0000,1.0000,-1.00,297.4004,40.1495,74.7245,7.0777,11.5200,8444.0000,-9999.0000,-9999.0000,True,True,
5035972,Kepler,406,1,49.2668273,0.0002837,54974.920271,0.035768,0.0080,0.0011,0.0041,0.0044,0.8314,0.02,297.7722,40.1551,74.8719,6.8341,14.3850,5716.0000,5848.0000,6092.0000,True,False,
5036538,Kepler,-1,1,2.1220164,0.0000031,54965.520704,0.016863,0.3999,0.3391,0.0413,0.0434,0.5001,0.36,297.8780,40.1080,74.8716,6.7405,13.3490,4199.0000,4439.0000,4400.0000,False,False,
5036966,Kepler,5998,1,62.7350000,0.0050535,5487.317881,0.064571,0.2172,0.0205,0.0066,0.0071,0.6278,0.04,297.9536,40.1533,74.9402,6.7132,14.2700,5963.0000,-1.0000,-1.0000,True,False,
5039392,Kepler,-1,1,236.7279406,0.0022831,54968.812943,-1,0.0144,-1.0000,0.0972,-1.0000,1.0000,-1.00,298.4009,40.1722,75.1299,6.4273,11.6480,4152.0000,4303.0000,-9999.0000,False,False,
5039441,Kepler,6125,1,2.1513832,0.0000032,54955.351360,0.021679,0.2704,0.0218,0.0563,0.0555,0.4948,0.39,298.4099,40.1568,75.1200,6.4137,12.9160,5943.0000,6239.0000,6073.0000,True,True,
5041569,Kepler,2795,1,2.5354364,0.0000051,54965.220789,0.046877,0.0005,-1.0000,0.1128,-1.0000,1.0000,0.55,298.8536,40.1311,75.2710,6.1083,15.2730,6026.0000,-1.0000,-1.0000,True,False,
5041843,Kepler,-1,1,0.4572343,0.0000007,54999.871556,0.080429,0.1346,0.0601,0.1759,0.1123,0.4992,0.65,298.9112,40.1097,75.2750,6.0595,17.0280,7625.0000,-1.0000,-1.0000,False,False,
5041975,Kepler,-1,1,2.9599290,0.0000051,54964.909726,0.093865,0.1143,0.0482,0.1345,0.1171,0.4998,0.61,298.9453,40.1644,75.3358,6.0650,13.9810,5149.0000,5416.0000,5438.0000,False,False,
5077629,Kepler,822,1,7.9193695,0.0000216,54965.583952,0.024847,0.0163,-1.0000,0.0173,-1.0000,1.0000,0.12,283.5384,40.2180,70.0952,16.6412,15.8050,5458.0000,5729.0000,5799.0000,True,False,
5077994,Kepler,-1,1,0.6962874,0.0000006,54954.086678,0.024512,0.2323,0.2271,0.1409,0.1402,0.5001,0.67,283.7115,40.2359,70.1638,16.5252,12.6680,5620.0000,5858.0000,5566.0000,False,False,
5078879,Kepler,-1,1,1.0393706,0.0000011,55003.081021,0.008576,0.0007,0.0006,0.0481,0.0468,0.4989,0.42,284.1151,40.2436,70.2912,16.2422,13.0280,6160.0000,6452.0000,6453.0000,False,False,
5080652,Kepler,-1,1,4.1443566,0.0000085,54968.166959,0.029051,0.3149,0.1708,0.0377,0.0409,0.4990,0.31,285.0204,40.2985,70.6168,15.6241,15.0800,5344.0000,5578.0000,5407.0000,False,False,
5088735,Kepler,-1,1,0.5075008,0.0000082,55003.059771,0.028917,0.0033,-1.0000,0.0975,-1.0000,1.0000,0.57,288.5214,40.2648,71.6869,13.1625,15.6690,6016.0000,6269.0000,5806.0000,False,False,
