##
## Kepler Eclipsing Binary Catalog
## Revision Date (Y/M/D): Aug. 9, 2016, 10:12 a.m.
## Download Date (Y/M/D): 2016/09/26
##
## Query String: {&quot;sort&quot;:&quot;kic&quot;,&quot;kics&quot;:[],&quot;campaign&quot;:[&quot;-2&quot;],&quot;etvlong&quot;:true,&quot;cols&quot;:[&quot;sdepth&quot;,&quot;glon&quot;,&quot;scdata&quot;,&quot;camp&quot;,&quot;pteff&quot;,&quot;cteff&quot;,&quot;ra&quot;,&quot;bjd0&quot;,&quot;morph&quot;,&quot;glat&quot;,&quot;n&quot;,&quot;koi&quot;,&quot;pdepth&quot;,&quot;kic&quot;,&quot;lcdata&quot;,&quot;dec&quot;,&quot;koiid&quot;,&quot;keff&quot;,&quot;p&quot;,&quot;sep&quot;,&quot;pwidth&quot;,&quot;swidth&quot;,&quot;bjd0err&quot;,&quot;perr&quot;,&quot;kmag&quot;],&quot;etvshort&quot;:true,&quot;incat1&quot;:true,&quot;kois&quot;:[]}
##
KIC,camp,KOI,Mult,period,period_err,bjd0,bjd0_err,pdepth,sdepth,pwidth,swidth,sep,morph,RA,DEC,GLon,GLat,kmag,Teff,Teff(Pinsonneault),Teff(Casagrande),KOI,SC,
8694926,Kepler,-1,1,0.3714863,0.0000003,55000.015425,0.019763,0.1597,0.1479,0.1252,0.1300,0.5035,0.80,294.0364,44.8296,77.6992,11.4857,15.6190,5583.0000,5855.0000,5625.0000,False,False,
8695779,Kepler,6061,1,10.2389391,0.0000315,55006.674439,0.022841,0.0032,-1.0000,0.0124,-1.0000,1.0000,0.10,294.3335,44.8709,77.8345,11.3170,13.8970,-1.0000,-1.0000,-1.0000,True,False,
8696274,Kepler,-1,1,0.3914865,0.0000003,54964.693053,0.023042,0.1163,0.1093,0.2142,0.2540,0.5039,0.95,294.4929,44.8322,77.8523,11.1988,14.0990,-1.0000,-1.0000,-1.0000,False,False,
8696327,Kepler,-1,1,0.8792289,0.0000325,55000.020604,0.052947,0.4087,0.2567,0.1880,0.1678,0.5020,0.75,294.5113,44.8067,77.8353,11.1755,14.5880,6720.0000,-1.0000,-1.0000,False,False,
8696442,Kepler,-1,1,12.3605529,0.0000394,54996.162544,-1,-0.0003,-1.0000,0.0833,-1.0000,1.0000,-1.00,294.5535,44.8503,77.8888,11.1689,12.8050,-1.0000,-1.0000,-1.0000,False,False,
8700506,Kepler,-1,1,43.7977954,0.0002376,55005.598901,0.045563,0.3371,0.3723,0.0074,0.0171,0.6873,0.04,295.9308,44.8385,78.3413,10.2995,13.4780,6608.0000,6839.0000,6570.0000,False,False,
8700558,Kepler,320,1,4.7918146,0.0000101,55006.496825,0.070772,0.0001,-1.0000,0.0242,-1.0000,1.0000,0.17,295.9478,44.8278,78.3376,10.2837,12.1740,6234.0000,6499.0000,6110.0000,True,False,
8701327,Kepler,-1,1,8.5088412,0.0000230,54954.075179,0.039604,0.2930,0.2565,0.0260,0.0262,0.4987,0.24,296.1784,44.8703,78.4544,10.1600,13.4380,-1.0000,-1.0000,-1.0000,False,False,
8702921,Kepler,6187,1,19.3843829,0.0000751,54970.214339,-1,0.0052,0.0013,0.0484,0.2118,0.4438,-1.00,296.6650,44.8531,78.6063,9.8487,11.9800,4824.0000,4929.0000,5097.0000,True,False,
8703129,Kepler,2758,1,253.3623268,0.0027943,55068.742867,0.188719,0.0011,-1.0000,0.0043,-1.0000,1.0000,0.02,296.7236,44.8531,78.6266,9.8123,11.8930,5003.0000,5119.0000,5347.0000,True,True,
8703528,Kepler,-1,1,0.3998748,0.0000003,54953.967981,0.020715,0.4735,0.4606,0.1436,0.1315,0.5013,0.75,296.8285,44.8021,78.6175,9.7226,13.0340,5285.0000,5379.0000,5772.0000,False,True,
8703887,Kepler,287,1,14.1709800,0.0000479,55008.607704,-1,0.0154,-1.0000,0.0113,-1.0000,1.0000,0.09,296.9350,44.8503,78.6973,9.6796,11.0540,-1.0000,-1.0000,-1.0000,False,True,
8707639,Kepler,-1,1,7.7851957,0.0000203,55098.728570,-1,-0.0017,-1.0000,0.1362,-1.0000,1.0000,-1.00,297.8877,44.8683,79.0469,9.0987,12.7140,-1.0000,-1.0000,-1.0000,False,False,
8711548,Kepler,-1,1,18.7781610,0.0000723,54982.814672,0.265347,0.4551,0.2096,0.0141,0.0188,0.5998,0.07,298.8722,44.8744,79.4032,8.4964,13.9440,6529.0000,6791.0000,6721.0000,False,False,
8715667,Kepler,-1,1,0.4057079,0.0000003,54964.914772,0.025712,0.2058,0.1922,0.1535,0.1565,0.5066,0.85,300.0273,44.8181,79.7740,7.7622,13.4100,5527.0000,5769.0000,5998.0000,False,False,
8719324,Kepler,3716,1,10.2326979,0.0000300,55003.805236,-1,-0.0028,-1.0000,0.0721,-1.0000,1.0000,-1.00,301.1143,44.8258,80.1840,7.1070,11.6140,-1.0000,-1.0000,-1.0000,True,False,
8719419,Kepler,3506,1,12.6253361,0.0000404,54998.307222,0.021359,0.0356,-1.0000,0.0108,-1.0000,1.0000,0.07,301.1460,44.8697,80.2335,7.1108,12.9330,6642.0000,6893.0000,6752.0000,True,False,
8719897,Kepler,-1,1,3.1514245,0.0000055,54955.237444,0.040810,0.1793,0.1601,0.0680,0.0710,0.4999,0.50,301.3087,44.8070,80.2408,6.9797,12.3920,4905.0000,5051.0000,5021.0000,False,True,
8733497,Kepler,3527,1,76.8198978,0.0005436,55021.124800,0.030652,0.1775,-1.0000,0.0032,-1.0000,1.0000,0.01,282.0009,44.9608,74.3453,19.3688,14.0630,5462.0000,5692.0000,5733.0000,True,False,
8736072,Kepler,-1,1,0.4776316,0.0000136,54999.909231,0.026364,0.0257,0.0161,0.2784,0.2390,0.5069,0.86,283.3506,44.9100,74.6373,18.4527,14.8750,7830.0000,-1.0000,-1.0000,False,False,
8736245,Kepler,-1,1,5.0694815,0.0000110,54969.011910,0.032065,0.3495,0.1620,0.0368,0.0364,0.5012,0.29,283.4341,44.9897,74.7377,18.4249,13.7980,5594.0000,5878.0000,5755.0000,False,False,
8738115,Kepler,-1,1,37.5942656,0.0002024,55039.172335,0.055584,0.0289,0.0119,0.0084,0.0033,0.2208,0.06,284.4483,44.9634,74.9773,17.7441,15.6320,5671.0000,6015.0000,5531.0000,False,False,
8739802,Kepler,-1,1,0.2745129,0.0000002,55001.999865,0.014498,0.0382,0.0359,0.2536,0.2422,0.5299,0.93,285.3892,44.9836,75.2495,17.1308,14.8820,5002.0000,-1.0000,-1.0000,False,False,
8742270,Kepler,5567,1,397.3954974,0.0050535,55207.577698,0.038598,0.0298,-1.0000,0.0005,-1.0000,1.0000,0.00,286.7926,44.9684,75.6220,16.2043,14.8570,5531.0000,5736.0000,5627.0000,True,False,
8746310,Kepler,-1,1,6.8556244,0.0000170,54969.021701,0.019456,0.0643,0.0086,0.0170,0.0133,0.4992,0.12,288.8860,44.9600,76.2158,14.8381,14.7670,5848.0000,6146.0000,6032.0000,False,False,
8758161,Kepler,-1,1,0.9982176,0.0000010,54953.832607,0.024275,0.0862,-1.0000,0.1327,-1.0000,1.0000,0.58,293.6205,44.9673,77.6887,11.8107,12.4570,6729.0000,6975.0000,6151.0000,False,True,
8758716,Kepler,-1,1,0.1072049,0.0000000,54953.672989,0.006197,0.0144,0.0143,0.2459,0.2445,0.5021,1.00,293.8519,44.9494,77.7478,11.6565,13.5310,-1.0000,-1.0000,-1.0000,False,False,
8760135,Kepler,3524,1,184.6535528,0.0019230,55047.852662,0.089859,0.3984,0.3814,0.0026,0.0034,0.6594,0.01,294.3713,44.9248,77.8959,11.3178,15.6030,5494.0000,5629.0000,5699.0000,True,False,
8773948,Kepler,-1,1,33.4695244,0.0001642,54987.007072,0.078757,0.1662,0.1038,0.0133,0.0225,0.4878,0.11,298.4424,44.9109,79.2813,8.7783,13.7140,5684.0000,6010.0000,6173.0000,False,False,
8780968,Kepler,3653,1,5.2344872,0.0000249,55004.660489,0.057500,0.2255,0.1781,0.0639,0.0659,0.5006,0.47,300.3356,44.9863,80.0330,7.6615,16.3040,5307.0000,-1.0000,-1.0000,True,False,
8784288,Kepler,-1,1,3.6551180,0.0000069,54965.264718,0.027385,0.4354,0.2963,0.0422,0.0381,0.4995,0.34,301.3035,44.9997,80.4040,7.0841,13.6610,5712.0000,5991.0000,6277.0000,False,False,
8800998,Kepler,-1,1,0.8828148,0.0000009,54965.514052,0.278764,0.0171,0.0106,0.3158,0.2376,0.5055,0.86,283.2749,45.0839,74.7900,18.5630,13.7210,8616.0000,-9999.0000,-9999.0000,False,False,
8801343,Kepler,1247,1,2.7398739,0.0000045,54953.850472,0.031415,0.0250,0.0041,0.0604,0.0418,0.5002,0.46,283.4699,45.0525,74.8090,18.4229,11.7430,6291.0000,6530.0000,6481.0000,True,True,
8803882,Kepler,2659,1,89.6302162,0.0006381,55093.215663,-1,0.0000,-1.0000,0.0102,-1.0000,1.0000,-1.00,284.7969,45.0991,75.2029,17.5627,12.9980,5018.0000,5187.0000,5147.0000,True,True,
8804824,Kepler,-1,1,0.4574038,0.0000016,54964.699845,0.027591,0.2090,0.1660,0.2026,0.1582,0.5052,0.87,285.3761,45.0097,75.2714,17.1491,14.7220,7202.0000,-9999.0000,6556.0000,False,False,
8816790,Kepler,-1,1,0.2458562,0.0000001,55001.999460,0.014076,0.0005,-1.0000,0.1744,-1.0000,1.0000,0.79,291.0336,45.0256,76.9241,13.4819,13.6930,6226.0000,6482.0000,6554.0000,False,False,
8822555,Kepler,-1,1,0.8528415,0.0000312,55000.236074,0.054081,0.2365,0.1401,0.1911,0.2193,0.5094,0.80,293.2931,45.0420,77.6510,12.0511,14.4080,6375.0000,-1.0000,-1.0000,False,False,
8823397,Kepler,-1,1,1.5065038,0.0000019,54953.939250,0.029022,0.4597,0.1558,0.1019,0.0939,0.5000,0.55,293.6099,45.0186,77.7321,11.8405,13.2490,8540.0000,-9999.0000,-9999.0000,False,False,
8823666,Kepler,-1,1,0.4324514,0.0000003,54953.890383,0.025514,0.2707,0.2734,0.1345,0.1298,0.5019,0.79,293.7090,45.0106,77.7570,11.7743,12.6380,5959.0000,6142.0000,6173.0000,False,False,
8823868,Kepler,81,1,23.8761357,0.0001005,54988.008633,0.088534,0.0058,0.0020,0.0205,0.0153,0.4993,0.16,293.7857,45.0185,77.7892,11.7294,11.4090,9751.0000,-9999.0000,-9999.0000,True,True,
8838070,Kepler,-1,1,43.3627245,0.0002376,55004.084670,-1,-0.0004,-1.0000,0.0234,-1.0000,1.0000,-1.00,298.1911,45.0936,79.3526,9.0232,13.9360,6226.0000,6478.0000,6837.0000,False,False,
8841616,Kepler,-1,1,1.6795854,0.0000022,54954.481133,0.045695,0.1035,0.0282,0.1353,0.1100,0.4987,0.59,299.1617,45.0519,79.6625,8.4087,12.8330,-1.0000,-1.0000,-1.0000,False,False,
8842170,Kepler,-1,1,0.3493917,0.0000021,54999.989323,0.020904,0.2144,0.2031,0.2118,0.1841,0.4967,0.90,299.3105,45.0636,79.7263,8.3238,14.8760,5589.0000,-1.0000,-1.0000,False,False,
8845026,Kepler,44,1,66.4675390,0.0004415,54993.475175,0.163808,0.0135,-1.0000,0.0136,-1.0000,1.0000,0.09,300.1519,45.0896,80.0549,7.8260,13.4830,-1.0000,-1.0000,-1.0000,True,True,
8845221,Kepler,-1,1,5.4034624,0.0000120,54966.744423,0.046141,0.2483,0.1669,0.0495,0.0496,0.4992,0.39,300.2099,45.0031,80.0013,7.7463,13.6150,6082.0000,6361.0000,6552.0000,False,False,
8846978,Kepler,-1,1,1.3790604,0.0000017,54954.873660,0.088038,0.1766,0.1177,0.0967,0.1231,0.5502,0.77,300.6806,45.0022,80.1742,7.4610,13.3710,5191.0000,5578.0000,5247.0000,False,False,
8848104,Kepler,-1,1,0.8248518,0.0000008,54964.625931,0.012751,0.0289,-1.0000,0.0828,-1.0000,1.0000,0.50,300.9949,45.0789,80.3568,7.3114,12.3720,5447.0000,5748.0000,5704.0000,False,False,
8848271,Kepler,1256,1,9.9916650,0.0000291,54970.443168,0.025322,0.0033,0.0009,0.0150,0.0163,0.3220,0.12,301.0424,45.0229,80.3264,7.2535,14.0390,5627.0000,5853.0000,6008.0000,True,False,
8848288,Kepler,3886,1,5.5664753,0.0000124,55038.387164,0.085548,0.0008,-1.0000,0.0755,-1.0000,1.0000,0.52,301.0473,45.0876,80.3839,7.2844,9.8370,4624.0000,4762.0000,4750.0000,True,False,
8868364,Kepler,3541,1,421.4283435,0.0050535,55095.209856,0.058024,0.1030,-1.0000,0.0008,-1.0000,1.0000,0.00,284.2572,45.1187,75.0793,17.9255,13.7690,-1.0000,-1.0000,-1.0000,True,False,
8868649,Kepler,3927,1,4.4474410,0.0000091,55731.793035,0.625627,0.0002,-1.0000,0.1407,-1.0000,1.0000,0.62,284.3966,45.1360,75.1330,17.8398,14.0160,5268.0000,5439.0000,5538.0000,True,False,
8868650,Kepler,-1,1,4.4473818,0.0000090,54957.950912,0.140005,0.2494,0.1183,0.1387,0.1361,0.5000,0.62,284.3976,45.1289,75.1263,17.8366,11.9390,4991.0000,5242.0000,5015.0000,False,True,
8868907,Kepler,3539,1,157.3244941,0.0013735,55213.215104,0.125954,0.1466,0.0854,0.0049,0.0032,0.2690,0.02,284.5137,45.1203,75.1485,17.7569,15.2910,5852.0000,6103.0000,5858.0000,True,False,
8869680,Kepler,696,1,7.0339510,0.0000176,55007.145318,0.058853,0.0001,-1.0000,0.0461,-1.0000,1.0000,0.35,284.8804,45.1346,75.2599,17.5206,13.3570,5810.0000,5966.0000,6074.0000,True,True,
8872737,Kepler,-1,1,0.4590988,0.0000003,54964.789667,0.026985,0.1309,0.1413,0.2290,0.2364,0.5106,0.96,286.4104,45.1065,75.6487,16.5066,15.7480,5338.0000,5475.0000,5182.0000,False,False,
8878681,Kepler,-1,1,2.4963331,0.0000039,54955.218659,0.017658,0.0230,0.0036,0.0381,0.0378,0.4923,0.33,289.2316,45.1643,76.5110,14.6972,11.2110,6504.0000,6717.0000,7006.0000,False,True,
8878719,Kepler,-1,1,0.3646346,0.0000002,54964.675651,0.018233,0.0248,0.0228,0.2747,0.2309,0.5028,0.96,289.2472,45.1958,76.5454,14.6999,13.8490,5991.0000,6235.0000,6080.0000,False,True,
8879427,Kepler,-1,1,16.3132849,0.0000589,54969.853160,0.028757,0.0674,0.0018,0.0101,0.0103,0.7773,0.07,289.5367,45.1051,76.5456,14.4765,14.5240,5715.0000,5996.0000,5976.0000,False,False,
8879915,Kepler,-1,1,3.4426270,0.0000063,54965.531246,0.023334,0.4751,0.2447,0.0406,0.0403,0.5008,0.32,289.7452,45.1872,76.6849,14.3759,15.1870,5698.0000,5945.0000,5880.0000,False,False,
8891278,Kepler,698,1,12.7187094,0.0000430,54993.273576,0.016686,0.0079,-1.0000,0.0064,-1.0000,1.0000,0.04,293.9136,45.1898,77.9869,11.7262,13.8160,-1.0000,-1.0000,-1.0000,True,True,
8892720,Kepler,3336,1,61.4911433,0.0005436,55242.597466,0.065375,0.0561,0.0024,0.0060,0.0064,0.7991,0.03,294.3566,45.1950,78.1363,11.4504,15.5230,5588.0000,-1.0000,-1.0000,False,False,
8892722,Kepler,-1,1,1.7943780,0.0000024,55002.034029,0.095779,0.0062,0.0043,0.2779,0.2282,0.4946,0.89,294.3567,45.1239,78.0718,11.4179,12.6250,-1.0000,-1.0000,-1.0000,False,False,
8892910,Kepler,132,1,10.8101340,0.0000325,54966.031133,0.161469,0.0060,-1.0000,0.0149,-1.0000,1.0000,0.11,294.4125,45.1309,78.0964,11.3861,13.7940,5943.0000,6176.0000,6237.0000,True,True,
8893936,Kepler,-1,1,4.2444806,0.0000085,54968.941174,0.124417,0.1997,0.1646,0.0982,0.0980,0.5000,0.69,294.7471,45.1382,78.2135,11.1798,13.9730,4697.0000,4915.0000,4873.0000,False,False,
8894630,Kepler,-1,1,1.0840008,0.0000012,54954.049453,0.060528,0.0397,0.0387,0.2193,0.2721,0.5022,0.95,294.9902,45.1272,78.2842,11.0225,11.5440,7117.0000,-9999.0000,6952.0000,False,False,
8904448,Kepler,-1,1,0.8659827,0.0000008,54965.055247,0.052993,0.2471,0.1199,0.1293,0.2476,0.5140,0.74,297.8815,45.1264,79.2723,9.2295,13.8790,7820.0000,-9999.0000,-9999.0000,False,False,
8906039,Kepler,-1,1,2.3474789,0.0000036,54954.933889,0.084787,0.0801,0.0445,0.1010,0.2445,0.5026,0.71,298.2823,45.1301,79.4170,8.9855,12.6240,5620.0000,5889.0000,6286.0000,False,False,
8906676,Kepler,-1,1,8.2095139,0.0000217,54958.852921,0.025759,0.1319,0.0148,0.0188,0.0188,0.5006,0.95,298.4486,45.1042,79.4531,8.8707,12.1210,-1.0000,-1.0000,-1.0000,False,False,
8908102,Kepler,699,1,5.4145819,0.0000121,54969.704621,-1,0.0036,-1.0000,0.0258,-1.0000,1.0000,-1.00,298.8360,45.1165,79.6020,8.6399,13.6330,5757.0000,5986.0000,6309.0000,True,True,
8912308,Kepler,-1,1,20.1744430,0.0000795,55005.755725,-1,-0.0007,-1.0000,0.1786,-1.0000,1.0000,-1.00,300.0684,45.1016,80.0348,7.8828,11.4320,4872.0000,5012.0000,5147.0000,False,False,
8912468,Kepler,-1,1,0.0948380,0.0000000,54953.576945,0.005326,0.0041,0.0041,0.2515,0.2496,0.5029,0.98,300.1156,45.1679,80.1095,7.8882,11.7510,6194.0000,6464.0000,6839.0000,False,False,
8912911,Kepler,-1,1,3.4635603,0.0000063,55004.180169,0.850802,0.0160,0.0128,0.2456,0.2487,0.5641,0.86,300.2481,45.1093,80.1072,7.7779,13.1480,7542.0000,-9999.0000,-9999.0000,False,False,
8913061,Kepler,-1,1,1.0199706,0.0000011,54954.108073,0.059151,0.3223,0.2379,0.1766,0.1723,0.4996,0.76,300.2923,45.1513,80.1598,7.7728,12.5510,5414.0000,5641.0000,5990.0000,False,False,
8934111,Kepler,-1,1,0.3645183,0.0000002,54964.592316,0.022526,0.1588,0.1387,0.2367,0.2100,0.5191,0.92,283.3494,45.2974,75.0204,18.5872,15.2020,5644.0000,5841.0000,5870.0000,False,False,
8935352,Kepler,5584,1,10.9088000,0.0002837,55001.193612,0.105097,0.4752,0.1469,0.0542,0.0525,0.5010,0.39,283.9836,45.2848,75.1713,18.1645,14.0960,5091.0000,-1.0000,-1.0000,True,False,
8937019,Kepler,3754,1,5.6636524,0.0000385,55000.865062,0.010953,0.0389,0.0194,0.0075,0.0131,0.6630,0.05,284.7905,45.2301,75.3295,17.6141,17.9300,-1.0000,-1.0000,-1.0000,True,False,
8938628,Kepler,-1,1,6.8622157,0.0000170,54966.603088,0.018955,0.0473,0.0295,0.0161,0.0171,0.4987,0.14,285.6626,45.2177,75.5515,17.0374,13.6810,5602.0000,5874.0000,5290.0000,False,False,
8939650,Kepler,5587,1,3.6553208,0.0000069,54965.820660,0.025180,0.0468,0.0498,0.0385,0.0384,0.4998,0.37,286.1252,45.2769,75.7351,16.7568,14.2680,6142.0000,6346.0000,6120.0000,True,False,
8940961,Kepler,-1,1,3.1666696,0.0000056,54966.960335,0.027274,0.2290,0.0987,0.0475,0.0475,0.5008,0.36,286.7895,45.2714,75.9131,16.3216,14.9320,5590.0000,5817.0000,5957.0000,False,False,
8948424,Kepler,322,1,5.8888397,0.0000137,54965.360370,0.024451,0.0208,-1.0000,0.0235,-1.0000,1.0000,0.16,290.2099,45.2519,76.8850,14.1043,12.9700,-1.0000,-1.0000,-1.0000,True,False,
8949316,Kepler,3849,1,0.6043566,0.0000288,54964.687795,0.007884,0.0416,0.0318,0.0657,0.0722,0.5008,0.51,290.5190,45.2354,76.9628,13.8995,16.1820,3701.0000,-1.0000,-1.0000,True,False,
8953059,Kepler,6062,1,5.4999401,0.0000124,54969.868726,0.040319,0.0441,-1.0000,0.0402,-1.0000,1.0000,0.30,291.8422,45.2393,77.3729,13.0574,15.4800,6217.0000,6424.0000,6318.0000,True,True,
8953257,Kepler,1383,1,3.2217848,0.0000057,54965.919288,0.022012,0.0492,-1.0000,0.0389,-1.0000,1.0000,0.30,291.9206,45.2470,77.4045,13.0109,14.6010,6001.0000,6265.0000,6488.0000,True,False,
8953296,Kepler,-1,1,0.7842945,0.0000007,54965.226457,0.025532,0.2238,0.0559,0.1460,0.1263,0.5022,0.60,291.9387,45.2222,77.3872,12.9887,13.9010,6346.0000,-1.0000,-1.0000,False,False,
8953426,Kepler,-1,1,5.3317509,0.0000117,54953.954513,0.046010,0.1611,0.1496,0.0499,0.0469,0.4993,0.40,291.9910,45.2341,77.4146,12.9607,12.1560,5987.0000,-1.0000,-1.0000,False,True,
8956957,Kepler,-1,1,0.3243816,0.0000002,54964.745506,0.018852,0.0988,0.0949,0.2177,0.2629,0.5003,0.97,293.3337,45.2829,77.8846,12.1330,13.9780,6307.0000,6491.0000,6471.0000,False,False,
8957887,Kepler,-1,1,0.3473549,0.0000002,54964.883007,0.020555,0.1487,0.1325,0.1367,0.1674,0.5030,0.77,293.6607,45.2542,77.9637,11.9143,15.4300,5367.0000,5464.0000,5862.0000,False,False,
8957954,Kepler,6189,1,4.3598503,0.0000089,54967.308458,0.029195,0.2296,0.2359,0.0424,0.0385,0.5014,0.36,293.6859,45.2386,77.9576,11.8914,13.9600,5845.0000,6103.0000,6333.0000,True,False,
8958670,Kepler,-1,1,2.4253165,0.0000037,54954.249347,0.138963,0.0044,0.0038,0.2412,0.2619,0.5206,0.92,293.9233,45.2494,78.0443,11.7471,12.7800,7302.0000,-9999.0000,7283.0000,False,False,
8971432,Kepler,1384,1,0.6243873,0.0000005,54964.794790,0.012574,0.0382,-1.0000,0.1052,-1.0000,1.0000,0.56,297.5735,45.2333,79.2590,9.4712,15.4870,5057.0000,5352.0000,5109.0000,True,False,
8972908,Kepler,-1,1,4.2001251,0.0000083,55092.589740,0.250102,0.0007,-1.0000,0.2263,-1.0000,1.0000,0.99,297.8737,45.2454,79.3746,9.2928,12.5800,6207.0000,6478.0000,6413.0000,False,False,
8973000,Kepler,-1,1,28.0278725,0.0001259,54991.347496,0.104077,0.2212,0.1904,0.0211,0.0085,0.6583,0.14,297.8944,45.2112,79.3517,9.2633,14.5940,5294.0000,5407.0000,5459.0000,False,False,
8977179,Kepler,-1,1,3.1962424,0.0000057,54966.109504,0.121930,0.0057,-1.0000,0.3534,-1.0000,1.0000,0.97,298.8793,45.2414,79.7268,8.6761,14.7690,4807.0000,4955.0000,-9999.0000,False,False,
8977390,Kepler,-1,1,0.6532608,0.0000006,54954.156954,0.039055,0.2413,0.2337,0.1405,0.1833,0.5048,0.86,298.9343,45.2977,79.7957,8.6708,13.1050,6427.0000,6732.0000,6777.0000,False,False,
8982501,Kepler,-1,1,0.4144914,0.0000003,55000.141012,0.025628,0.0314,0.0321,0.1564,0.1504,0.5010,0.85,300.3465,45.2723,80.2843,7.8025,14.4580,5476.0000,5715.0000,5793.0000,False,False,
8982514,Kepler,-1,1,0.4144913,0.0000003,54953.928468,0.025499,0.2753,0.2692,0.1544,0.1456,0.5042,0.84,300.3535,45.2736,80.2880,7.7989,13.2260,5635.0000,5870.0000,6124.0000,False,False,
8984706,Kepler,6190,1,10.1354004,0.0000300,54965.323083,0.034616,0.2465,0.2267,0.0186,0.0214,0.5088,0.13,300.9359,45.2057,80.4440,7.4131,13.9200,5642.0000,5918.0000,6002.0000,True,False,
9001468,Kepler,-1,1,17.3299655,0.0000639,54975.726452,0.050602,0.2384,0.0582,0.0166,0.0072,0.3102,0.12,282.7616,45.3985,74.9722,19.0100,15.2000,4949.0000,5153.0000,5036.0000,False,False,
9002076,Kepler,-1,1,0.4814050,0.0000004,54953.989731,0.028952,0.0070,0.0040,0.2614,0.2439,0.4960,0.85,283.0870,45.3904,75.0460,18.7923,12.2560,6434.0000,6640.0000,6713.0000,False,True,
9002237,Kepler,1389,1,4.3500882,0.0000088,54967.799459,0.017254,0.0217,-1.0000,0.0230,-1.0000,1.0000,0.15,283.1891,45.3642,75.0458,18.7160,14.8550,5772.0000,6042.0000,5843.0000,True,False,
9004380,Kepler,-1,1,0.2503325,0.0000001,54964.600010,0.013059,0.0209,0.0196,0.2693,0.2432,0.4856,0.97,284.2739,45.3593,75.3203,17.9996,14.2380,6070.0000,6322.0000,5867.0000,False,False,
9005043,Kepler,-1,1,0.3202380,0.0000003,55002.139462,0.016323,0.5557,0.4537,0.1464,0.1269,0.4999,0.72,284.6322,45.3317,75.3872,17.7544,15.7790,5141.0000,-1.0000,-1.0000,False,False,
9005854,Kepler,-1,1,3.7804542,0.0000072,54968.458209,0.024533,0.1526,-1.0000,0.0341,-1.0000,1.0000,0.27,285.0313,45.3805,75.5406,17.5102,15.5690,5190.0000,5332.0000,5328.0000,False,False,
9007918,Kepler,-1,1,1.3872069,0.0000017,54954.746682,0.023254,0.1549,0.0268,0.0876,0.0819,0.4968,0.52,286.0084,45.3560,75.7798,16.8624,11.6580,6939.0000,7207.0000,6982.0000,False,True,
9016295,Kepler,925,1,19.9744830,0.0000780,54984.654842,0.027160,0.0384,0.0020,0.0079,0.0077,0.6035,0.05,289.7275,45.3677,76.8497,14.4611,15.2170,5819.0000,6082.0000,5660.0000,True,False,
9016693,Kepler,-1,1,26.3680271,0.0001163,55002.583038,-1,-0.0014,-1.0000,0.0739,-1.0000,1.0000,-1.00,289.8839,45.3041,76.8364,14.3348,11.6350,7020.0000,-1.0000,-1.0000,False,False,
9020289,Kepler,-1,1,0.3840279,0.0000003,54964.859201,0.022983,0.1031,0.0991,0.1958,0.2253,0.5011,0.94,291.2254,45.3256,77.2624,13.4866,14.7410,5997.0000,6218.0000,6100.0000,False,False,
9020426,Kepler,-1,1,0.9133929,0.0000009,54965.445795,0.019065,0.4127,0.3977,0.1094,0.1070,0.4999,0.59,291.2793,45.3068,77.2614,13.4443,14.5500,5732.0000,6010.0000,5948.0000,False,False,
9021397,Kepler,-1,1,0.4262114,0.0000003,54964.808064,0.048589,0.0233,0.0199,0.1140,0.0530,0.5099,0.80,291.6250,45.3629,77.4202,13.2485,14.9700,5301.0000,5587.0000,5390.0000,False,False,
9024857,Kepler,-1,1,35.0265936,0.0001756,54993.600906,0.018365,0.1111,-1.0000,0.0031,-1.0000,1.0000,0.01,292.8785,45.3444,77.7957,12.4471,15.4960,5109.0000,5541.0000,5590.0000,False,False,
9025914,Kepler,3596,1,11.3203214,0.0001029,54998.832866,0.136462,0.2344,0.0338,0.0146,0.0200,0.7361,0.14,293.2633,45.3494,77.9230,12.2069,16.7560,5900.0000,-1.0000,-1.0000,True,False,
9026766,Kepler,-1,1,0.2721278,0.0000002,54964.846798,0.015238,0.3376,0.3187,0.1705,0.1409,0.4999,0.76,293.5784,45.3099,77.9879,11.9910,14.9980,4880.0000,5073.0000,4969.0000,False,False,
9027841,Kepler,4266,1,0.5040004,0.0000004,55001.924897,0.005856,0.0009,-1.0000,0.0664,-1.0000,1.0000,0.48,293.9522,45.3183,78.1165,11.7600,15.4980,4760.0000,5049.0000,4880.0000,True,False,
9028024,Kepler,-1,1,3.8578626,0.0000074,54968.540428,0.204568,0.0330,0.0210,0.2891,0.2309,0.5015,0.86,294.0102,45.3746,78.1866,11.7492,14.4260,5494.0000,5809.0000,5590.0000,False,False,
9028474,Kepler,3510,1,124.9365792,0.0010505,55010.672516,0.046925,0.2230,0.1061,0.0020,0.0032,0.0505,0.00,294.1595,45.3759,78.2364,11.6562,12.3380,5653.0000,5875.0000,6114.0000,True,False,
9029486,Kepler,-1,1,6.2771614,0.0000150,54965.329793,0.025326,0.2358,0.2146,0.0216,0.0215,0.5005,0.20,294.4729,45.3897,78.3512,11.4666,13.6300,5368.0000,5565.0000,5572.0000,False,False,
