KIC,period,class
9596187,0.9533166999999999,ot
9597095,2.7456398999999996,sp
9597411,1.5756316000000001,sp
9602542,1.4631744,ev
9602595,3.5565084000000002,ev
9612468,0.1334715,ev
9613070,2.3318534,ev
9632895,27.3220462,sp
9634821,73.75790040000001,sp
9635529,4.70391,sp
9636559,10.6367,fl
9637239,0.7730256999999999,ev
9637265,1.8554529,ev
9637299,1.8824412,sp
9639265,0.5063531,ev?
9639491,0.34454559999999995,ev
9640921,80.7061705,fl
9640985,2.1781536,fl
9641018,2.1781552000000004,fl
9641031,2.1781542999999997,sp
9641255,2.1781482999999997,fl
9642018,0.505111,sp
9644680,0.5859408,ev
9649222,5.9186193,sp
9649493,0.3715687,ev
9651298,2.1551199,ev
9652632,4.9776238,ev
9654476,0.3963239,ev
9655129,2.7439966,sp
9655187,4.4162465,ev
9656397,204.7401048,sp
9656543,2.544565,sp
9657096,2.1381817,ev
9658118,24.0599949,fl
9661869,20.4271,fl
9662581,0.2580109,ev
9664215,3.3194959,sp
9664382,0.290754,ev
9665086,0.29653559999999995,ev
9665503,11.5679789,fl
9673173,21.29474,fl
9674608,2.9720447999999995,sp
9692336,0.6878983,ev
9700154,0.2572534,ev
9700181,2.8486181,ev?
9701423,8.607397500000001,ot
9702641,0.5031783,ev
9703626,0.4151477,ev
9705459,2.4865871,sp
9706078,0.6135606,sp?
9711751,1.7115003,sp
9711769,12.9359091,sp
9713664,0.321236,ev
9714123,50.3554612,fl
9714358,6.474177200000001,sp
9715925,6.3081992,fl
9715939,12.8930288,fl
9716456,1.8132862,ev
9717924,0.3955876,ev
9717958,67.99535429999999,fl
9719636,3.3515699999999997,sp
9722737,0.41852799999999996,ev
9724080,1.1739178,ev
9724993,7.8633660999999995,sp
9725155,1.1271457,ev
9752973,0.7167094,sp
9753154,3.7042675000000003,sp
9758089,92.729051,sp
9760531,0.27279790000000004,ev
9761199,1.3840392,sp?
9761573,7.4416079,sp?
9761882,24.5859785,fl
9762519,7.515146499999999,sp
9767392,2.9145155,ev?
9767437,0.7127220000000001,sp?
9772531,31.2016886,sp?
9772642,0.2754317,ev
9774400,10.818292800000002,sp
9775253,8.788496,sp
9776718,0.544351,ev
9777062,19.230037799999998,sp
9777090,5.508136,sp
9777987,0.2585001,ev
9783760,89.73955959999999,sp
9784230,0.7981975,sp?
9784371,3.3012265,ev
9785454,184.52,fl
9786017,4.4980033,sp?
9786165,0.33262509999999995,ev
9786798,0.44546779999999997,ev
9788113,2.0680581,ev
9788457,0.9633378,ev
9790355,14.565547699999998,sp?
9790965,0.8220677,ev
9813678,0.5050786,ev?
9818732,45.035591,fl
9821078,8.4294375,sp
9821151,8.4294126,sp
9821923,0.34953290000000004,ev
9827122,2.1549222,ev
9827149,2.1319392,fl
9832227,0.4579485,ev
9832545,1.0207496999999999,ev
9833618,1.4085018,ev
9833806,0.39317640000000004,ev
9834257,15.651439100000001,sp?
9834719,3.2433377999999995,sp
9835416,4.0366052,ot
9837083,0.623394,ev?
9837544,71.6619292,sp?
9837578,20.733749,fl
9838047,0.43616130000000003,ev
9838060,23.815828500000002,sp
9838975,18.6928663,fl
9839062,424.615,sp?
9839081,2.5592407,sp
9840412,0.8784558000000001,ev
9842890,4.988375700000001,fl
9842906,4.9886019,fl
9843435,1.6847087,ev
9843451,0.4427528,ev
9846348,26.893156899999997,fl
9847239,28.507891100000002,sp
9848190,5.2410044000000005,ev
9850387,2.7485006000000003,sp
9851142,8.4803,ot
9851943,2.1639192000000005,fl
9851944,2.1639017999999997,ev
9873869,4.9947779,sp
9880467,8.973498800000002,sp
9881258,4.0570249,sp
9882280,0.289075,ev
9886224,2.99266,sp
9886255,105.9609415,sp?
9892471,8.2680828,sp
9895004,2.2508272999999996,sp
9895709,1.8189296000000001,fl
9896435,18.0767,sp
9897710,0.42553670000000005,ev
9898364,7.1323815,sp?
9898401,0.15277420000000003,ev
9899181,1.3325528,ot
9899216,10.9158489,ot
9899345,1.3326283,ot
9899416,1.3325545,ev
9902856,271.8257617,fl
9904059,102.9663705,fl
9906590,1.6863376,ev
9907505,39.2068076,fl
9909497,1.2840731,ev
9911112,2.33365,ev
9912977,1.8878745,ev
9913481,7.009485400000001,ev
9934052,0.35224609999999995,ev
9934208,9.0584866,sp
9935245,0.7848598000000001,ev
9935311,0.2737752,ev
9936698,5.7121512,sp
9940565,4.2786538,sp
9941387,27.659608399999996,sp
9944201,0.7215229999999999,sp?
9944421,7.095206599999999,sp
9944907,0.6134398,ev
9945280,1.3034598999999998,sp
9947924,0.3628059,ev
9948002,101.2632974,fl
9948201,0.303181,ev
9953894,1.3825995,ev
9954225,1.3406514999999999,ev
9955262,77.47992559999999,sp?
9956124,0.3627253,ev
9957351,0.4955521,ev
9957411,0.37469009999999997,ev
9957659,30.694552299999998,fl
9957668,30.695334499999998,sp?
9962595,11.374443199999998,sp
9963009,40.0696571,fl
9963461,10.5815718,sp
9965206,16.2275503,sp
9965691,15.6831951,ot
9966115,8.947426400000001,sp
9967884,5.4283503,sp
9970396,235.2993983,fl
9970937,4.8770612,ev
9971475,5.3574082,sp
9991887,0.3223957,ev
9994475,0.31840640000000003,ev
9995660,0.41858999999999996,ev
9995981,0.2932666,ev
10000490,1.4009912,ev
10001167,120.39097140000001,sp?
10002261,12.713794199999999,sp?
10004546,19.3569135,ot
10006096,70.51622579999999,sp
10007533,0.6480635,ev
10014536,1.0093969999999999,ot
10014830,3.0305267000000002,ev
10015516,67.6920522,fl
10019399,11.8057204,sp
10019763,32.5046964,sp
10020247,0.3455567,ev
10020423,7.4483776,sp
10024144,0.8155958999999999,ev
10026136,9.080194300000002,fl
10026457,9.9344232,fl
10028352,1.3868021000000001,ev
10030778,29.4731603,fl
10030943,0.2357801,ev
10031409,4.1438796,sp
10031808,8.589644400000001,sp?
10032392,0.39115679999999997,ev
10032935,0.32051599999999997,ev
10033279,72.49139129999999,fl
10063044,1.0096716000000001,ev
10068030,2.0231187,ev?
10068383,7.3049701,sp
10068919,43.5622719,sp
10074700,365.65,fl
10074939,0.2770936,ev
10083623,1.2785389999999999,fl
10084115,0.30566570000000004,ev
10090246,2.2861056,ev
10091257,3.4038482000000005,sp
10091703,710.5,sp
10092506,31.041674800000003,ot
10095469,0.6777628000000001,ev
10095512,6.0171939000000005,sp
10096019,6.8674693,ev
10096864,1.9467018,ev?
10119517,0.737494,ev
10123627,0.2949393,ev
10128961,0.3477426,ev
10129482,0.8462905999999999,sp
10135584,0.3912945,ev
10148799,0.3466053,ev
10149237,0.29799590000000004,ev
10149845,4.0563649,ev
10152836,220.93,sp?
10153011,83.09759820000001,fl
10154189,0.41123869999999996,ev
10155080,3.8609029,sp
10155563,0.3602672,ev
10156064,4.8559364,ev
10157573,5.1157377,sp?
10158418,5.0074123,sp
10159014,8.7773974,ev
10162999,3.4292146,ot
10186945,0.793671,ot
10189523,1.0139159,sp
10191056,2.4274949,ev
10191070,1.2137451000000001,fl
10198097,2.8152236,ev
10198109,17.9187428,sp
10206340,4.5644014,ev
10208759,4.5750306,ev
10215422,24.847080399999996,sp?
10215869,5.01727,sp
10216186,0.605939,ev
10221886,8.316717599999999,sp?
10223616,29.124582699999998,sp
10225800,1.4237971999999999,ot
10226388,0.6606574000000001,ev
10227863,5.1397087,fl
10228240,2.1734211,ev
10228942,21.0254417,fl
10229723,0.6287243,ev
10232123,1.3437663999999998,sp
10253375,0.3753248,ev
10253421,0.42835390000000007,ev
10255110,0.3367025,ev
10257903,0.8585697,sp?
10258558,20.8678557,fl
10259029,7.061139999999999,sp
10259301,244.833,fl
10259530,0.7072062,ev
10264202,1.0351478,sp?
10265602,165.34467769999998,fl
10267044,0.4300365,ev
10268809,24.708999300000002,sp
10268903,1.1039663,ev
10274218,1.7641118000000002,ev
10274244,13.6836897,sp
10275074,4.3628836,sp
10275197,0.39083470000000003,ev
10275747,0.6617485,ev
10275887,9.7267496,ev
10280990,0.3844574,ev
10285661,0.3082916,ev
10287248,4.7222568,sp
10288502,0.23018470000000002,ev
10291683,2.0437432,ev
10292238,143.1192631,ot
10292413,0.5591588000000001,ev
10292465,1.3533739,sp
10294608,3.7089843,sp
10295951,6.810824799999999,ev
10296163,9.2967644,fl
10319590,21.320459399999997,fl
10320341,30.1146913,ot
10322296,0.31503259999999994,ev
10322582,0.2912692,ev
10330495,18.0600812,sp
10332789,18.740726300000002,fl
10334122,37.9528574,ot
10338279,5.66027,sp
10341913,1.8674985,fl
10342041,1.8674929,ev
10345478,14.498387,fl
10345862,58.2882244,fl
10346522,3.9891419999999997,ev
10350225,0.28206970000000003,ev
10351767,0.6350697,ev?
10352603,32.7789875,fl
10352938,6.4716293,sp
10355671,0.3036296,ot
10357852,0.48834099999999997,ev
10363300,0.9349261000000001,ev
10383620,0.7345628000000001,ev
10383696,8.4877,fl
10384962,2.8792429,sp
10385682,6.2074615,sp
10388897,0.34372870000000005,ev
10389596,2.6092996,ev?
10389809,0.39739709999999995,ev
10389982,0.4439893,ev
10395202,0.3059446,ev
10395543,3.6874702000000004,sp
10395609,0.364254,ev
10407221,0.9337397,sp
10417135,1.2033317,ev
10417986,0.0737309,ev
10418797,23.3553477,fl
10419211,11.5214272,fl
10420279,45.43325,fl
10422852,1.3988896999999998,sp
10447902,0.3374641,ev
10454401,12.1807225,sp
10454725,0.8317678,ev
10462826,50.467031899999995,fl
10464078,19.4040168,sp?
10464666,131.734237,sp
10468514,0.4249383,ev
10480952,4.0749064,ev?
10480982,19.221388,sp?
10481912,0.4423682,ev
10483644,5.1107711,sp
10485069,0.4452718,fl
10485137,0.44527479999999997,ev
10485250,16.4697832,sp
10486425,5.274816,sp?
10487119,6.7493598,sp
10489521,3.2245044,sp
10489539,19.763877700000002,sp
10490960,5.6824110999999995,sp
10491031,4.3981385,ev
10491544,22.771984200000002,fl
10491554,22.7721203,fl
10514770,1.8724203000000001,ev?
10518735,19.515,sp
10528299,0.3998018,ev
10534155,4.3270922999999994,sp
10535807,1.4816559,sp?
10544976,0.3504691,ev
10547209,2.2540395,ev
10547685,2.7770216,sp
10549576,9.089465800000001,sp?
10551346,1.4279628999999998,sp
10555365,5.80181,sp
10556068,2.1171558,ev
10556578,1.2528638,sp
10557008,0.26541859999999995,ev
10581918,1.8018631,ev
10583180,2.6962813,fl
10583181,2.6963227,ev
10583225,2.6963067,fl
10586874,0.5354866,ev
10592163,14.7629466,fl
10593759,6.2652097,sp
10596883,0.46891099999999997,ev
10599397,0.9374066999999999,sp
10600319,0.2815156,ev
10601549,1.4637733999999998,sp
10601579,8.0987542,ev?
10602291,20.9273614,sp
10611450,11.6527485,ot
10613718,1.1758779,sp
10614012,132.167312,fl
10614158,4.4622602,sp
10616571,23.6731066,sp
10616656,25.285262,ot
10616829,1.0729341000000001,ev
10618253,0.43740280000000004,ev
10619109,2.0451826,ev
10619506,0.5035552,ev
10651945,25.366996399999998,fl
10656508,124.0358316,fl
10657664,3.2736987999999996,ev
10659313,15.249337099999998,sp
10661783,1.2313633,ev
10664416,25.322174399999998,fl
10666230,1.5777967,fl
10666242,87.2394801,fl
10676927,1.0311005,sp
10677186,100.40130500000001,fl
10679505,5.6751864,sp?
10680475,0.3498321,ev
10684673,0.19255629999999999,ev
10686876,2.6184272999999996,ev
10710755,4.8166114,sp
10711551,10.692219099999999,sp
10711646,0.7376522,sp
10711913,19.408015600000002,sp
10711938,0.35760390000000003,ev
10723143,0.30764159999999996,ev
10724533,0.7450918000000001,ev
10727655,0.3533655,ev
10727668,2.3059,ev
10728219,3.3718077000000006,sp
10735331,213.39934240000002,sp?
10735519,0.9070640999999999,sp?
10735564,1.674985,ev
10735988,1.9271744,sp
10736223,1.1050943000000002,ev
10737574,0.3656208,ev
10743597,81.1946238,sp
10743600,0.8170229999999999,ev
10748621,286.18,fl
10751515,56.4064912,sp?
10753734,19.4066925,sp
10753751,0.44296179999999996,ev
10789421,0.7768524,ev
10794242,7.1437058,sp
10794405,0.9523775,ot
10794878,0.4327707,ev
10796477,0.484966,ev
10797126,0.43243990000000004,ev
10798605,56.0481655,fl
10798838,62.1276652,sp
10799558,0.3664795,ev
10799735,37.5903,sp?
10801703,0.3130925,ev
10802917,0.27245240000000004,ev
10809677,7.0421757,fl
10809970,0.4470545999999999,ev
10815379,0.8905202,ev
10816107,2.1615802000000004,sp
10818544,1.3692171,ev
10844279,0.6234128000000001,ev
10845188,249.36194550000002,fl
10847118,0.2935526,ev
10848459,1.7369522000000002,ev?
10848807,0.3462467,ev
10849244,24.261682999999998,sp?
10854621,0.3759388,ev
10855535,0.11278239999999999,ev
10857342,2.4159252,ev
10857519,2.0533343,sp
10857589,32.532526399999995,fl
10858117,606.11,fl
10858720,0.9523775999999999,ev
10861842,0.47194319999999995,ev
10863286,3.7238667000000003,ev
10873904,9.8856332,ot
10874226,11.9736249,fl
10874926,11.703107199999998,sp
10877703,0.4369367,ev
10879213,1.3369714,ev?
10880490,0.2980053,ev
10904857,3.1208306,sp
10905804,0.7510975000000001,ev
10905824,2.7195351000000003,ev
10909274,39.2381401,fl
10916675,0.4188679,ev
10919564,0.4621374,fl
10920086,3.213193,ev?
10920314,0.5051686,ev
10920813,53.7409031,fl
10923260,7.436017,sp
10924462,0.3753715,ev
10924853,4.2048087999999995,fl
10925104,8.041339,sp
10934755,0.7864843,ev
10935310,4.1287955,sp
10936427,14.3610225,sp
10937609,2.5704312999999996,ev
10960995,3.1170871,sp
10963242,6.1468224000000005,fl
10965091,0.2358555,ev
10965963,6.640241499999999,sp
10972830,0.6784503000000001,ot
10973583,6.2563432,ev?
10979669,0.925768,ev
10979716,10.6840564,sp
10987439,10.6745992,sp
10989032,2.3050976000000003,ev
10991769,3.2813452000000005,ev
10991989,0.9744780000000001,sp?
10992733,18.5259185,sp
11012801,0.3673112,ev
11013201,0.22739369999999998,ev
11017077,0.7085639,ev
11021252,3.2691917999999998,sp
11027722,0.6781374,fl
11036301,0.2852372,ev
11036692,0.3589468,ev
11042923,0.3901623,ev
11044668,139.45,fl
11044779,15.6086226,sp
11045383,41.166738099999996,sp
11046124,4.3074087,ev
11069176,15.3796149,sp
11071207,8.0496347,fl
11071278,55.885225,sp
11073223,11.5789467,sp
11076176,0.6999860999999999,ev?
11076279,1.4725851,ev?
11083888,0.34266729999999995,ev
11084647,0.3116736,ev
11084782,0.586535,ev
11086270,12.691047,fl
11091082,0.3850824,ev
11097678,0.9997155999999999,ev
11099351,2.3779548999999998,sp
11100657,8.3441012,sp
11124509,8.8929049,sp
11125936,2.6722175,fl
11127048,0.2993229,ev
11133313,27.4008932,sp?
11134079,1.260566,sp
11135978,0.2920594,ev
11137143,0.3135334,ev
11138155,4.9593282,fl
11144556,0.6429796999999999,ev
11147276,3.1330583,sp
11147460,4.1077356,sp
11147814,95.178299,fl
11151970,0.3116291,ev
11153627,0.5616973000000001,ev
11154110,0.5296642,ev
11175495,2.1910272,ev
11179657,0.7889122,ev
11180361,0.5330609000000001,ev?
11182260,1.291972,sp
11187837,17.604587,sp
11189127,2.6719431,sp
11190836,0.40401620000000005,ev
11193447,0.625884,ev?
11197126,4.4948087999999995,fl
11197853,0.6984615,fl
11198068,0.4001746,ev
11198723,6.8403056,sp
11200405,4.6396,sp
11200773,2.4895516,sp
11228612,2.9804798999999997,sp
11230837,0.44607870000000005,ev
11231334,4.1574813,sp
11232745,9.6342435,sp
11233911,4.9598996,sp
11234677,1.5874247,sp
11235323,19.6684015,sp
11236035,2.3190031,ev
11240948,3.4019372000000003,ot
11241814,227.66437549999998,fl
11242721,19.651204999999997,fl
11244501,0.2966763,ev
11245381,0.3069917,ev
11246163,0.2792275,ev
11247386,0.3943253,ev
11249624,65.5837209,fl
11250867,2.2528222,sp
11252617,4.4781198,sp
11255667,0.8189143,ev
11255761,4.992677099999999,fl
11284227,0.4375709,ev
11284547,0.2624405,ev
11285136,2.3681777999999998,sp
11285625,10.7904443,ot
11287726,4.7377142,sp
11288684,22.210062899999997,fl
11289003,0.3303415,ev
11295026,0.2908549,ev
11295347,0.8884399,ev
11303416,0.3207842,ev
11303526,0.7200905,ev
11303811,3.3794695,sp
11304987,1.3853862,fl
11305087,0.3092669,ev
11336707,0.25129819999999997,ev
11338865,0.8803849,ev
11341950,0.2883712,ev
11342573,91.05603520000001,fl
11347875,3.4550909,ev?
11350389,1.512644,sp
11352791,0.28051929999999997,ev
11357192,186.5167873,sp
11358392,0.9849768,sp
11359305,28.487114799999997,ot
11391181,8.6173396,sp
11391667,1.0837368,ev?
11391755,25.104114499999998,fl
11392618,110.93,fl
11395117,0.30651690000000004,ev
11395645,0.49690909999999994,ev
11401845,2.1613990000000003,ev
11402381,0.4173647,ev
11403032,7.631634399999999,ot
11403216,4.0532529,sp
11403776,0.4018056,ev
11404644,5.9025999,sp
11404698,0.5901920999999999,sp?
11404758,0.3512461,ev
11405559,0.28493670000000004,ev
11408810,0.7492873999999999,ev
11408935,15.9950902,sp
11409698,10.2678271,sp?
11410485,0.42879290000000003,ev
11413213,0.2374665,ev
11442348,0.3128408,ev
11442465,33.9338311,fl
11442793,842.4,fl
11444780,0.2867135,ev
11447953,1.4988837,ev
11449844,38.478764399999996,sp
11455484,6.14275,sp
11455795,1.0573353,sp
11457191,2.2983952999999997,sp
11460346,0.3856483,ev
11463211,1.5063541999999999,fl
11465813,670.7,fl
11494130,18.9554142,ot
11494583,0.24834189999999998,ev
11495766,8.3404432,fl
11495781,0.5079343,ev
11496078,0.2997192,ev
11498689,0.30630599999999997,ev
11499263,46.6982167,fl
11499757,12.3143985,fl
11502172,25.4319585,fl
11502581,0.333636,ev
11506235,20.4130553,sp
11506938,22.5747805,ot
11509282,0.6340339,ev
11515292,3.4194671000000003,ev
11517719,2.4957792999999997,sp
11519134,58.58498639999999,sp
11519226,22.1607147,sp
11521048,25.7028687,sp
11546211,2.1944213,sp
11547869,10.727416999999999,sp?
11548140,2.7573005,sp
11558882,73.9210064,ot
11559864,0.3833011,ev
11560037,1.4665219999999999,sp
11560447,0.527679,ev?
11564013,1.7505355,sp
11566174,0.2768752,ev
11568428,1.7106289000000001,ot
11568657,13.4760462,sp?
11568987,15.9599451,sp
11572363,19.027752600000003,sp
11572643,0.34540390000000004,ev
11599264,8.428150599999999,fl
11604958,0.2989297,ev
11612091,0.45426880000000003,ev
11615481,65.4320106,fl
11616200,1.718649,sp
11616594,14.5876122,ev
11618883,0.6848719,ev
11619964,10.3685551,ev?
11649962,10.5627371,sp?
11652545,0.4127947,ev
11656302,22.2648087,fl
11656840,7.442659700000001,sp
11662440,13.6394573,sp
11671429,112.4637124,fl
11671660,8.710339,ev?
11672319,0.33177540000000005,ev
11673686,4.618769,sp
11700133,6.754016900000001,ot
11703960,0.6044168000000001,ev
11704044,13.765345300000002,sp
11704155,0.27386740000000004,ev
11706658,1.4079433000000001,sp
11716688,0.3012184,ev
11717798,0.3747149,ev
11722816,0.32037340000000003,ev
11724091,1.5590905000000002,ev?
11724210,5.746018,sp
11751847,0.3314836,ev
11761199,213.6229022,fl
11768970,15.541352999999999,sp?
11769146,282.9658277,ot
11769739,0.2524728,ev
11769801,29.7082201,ot
11774013,3.7562477,ev
11774383,0.5202270999999999,ev?
11805075,199.83989780000002,fl
11805235,0.3951932,ev
11811454,2.2746277999999998,ev
11817750,9.7625507,sp
11819135,1.9016380000000002,ev
11820830,12.731869699999999,pu?
11824222,15.841335899999999,sp
11825057,0.5320878000000001,ev
11825204,0.20963560000000003,ev
11826400,5.8893723,sp
11853130,76.8793921,sp
11858541,5.674353400000001,sp
11858979,3.059169,fl
11859811,22.3141477,sp
11867071,3.96385,sp?
11869052,20.545495000000003,sp?
11873166,1.4688523999999998,sp
11874338,15.9751769,fl
11875511,67.4515439,sp
11875706,0.38572059999999997,ev
11904038,0.6322198,ev
11906217,37.9102159,sp
11909686,185.95449580000002,fl
11909839,10.405998,fl
11910076,0.3481228,ev
11911561,8.870412400000001,sp
11913012,3.7478483999999996,fl
11913071,3.7478351,ev
11920266,0.4674102,ev
11922782,3.5129339,sp
11923629,17.973283600000002,sp
11923819,33.1595125,ev?
11924311,0.44511629999999996,ev
11924426,64.7131612,ot
11959569,46.1487411,fl
11961695,1082.815,fl
11966557,60.297611100000005,sp?
11967004,1.9416358,sp
11968490,1.0788901000000002,sp?
11968513,1.0365914,sp?
11970288,20.7023187,sp?
11972387,0.3278982,ev
11973705,6.7721423,ot
11974540,24.6691944,sp?
11975363,3.5184191,sp
12004679,5.0424901,sp
12004834,0.26231679999999996,ev
12010534,2.5815947999999995,sp
12013615,8.2028691,sp
12016304,1.024052,ev
12017140,22.8452421,sp
12019674,0.3545042,ev
12021387,241.0710335,sp?
12022517,3.4427135,sp
12022718,9.2553314,fl
12023089,0.6234413000000001,ot
12055014,0.4999045999999999,ev
12055255,0.22093939999999998,ev
12055421,0.385606,ev
12055517,0.6097519,ev
12059158,0.4718237,ev
12062660,2.9293,ev
12066630,1.0983743000000001,ev
12071006,6.0960264,ev
12071741,0.31426420000000005,ev
12104285,0.2514509,ev
12105785,31.9530294,fl
12106934,5.9370457000000005,sp?
12108333,0.7054482,ev
12109267,79.33211800000001,fl
12109575,0.5316546999999999,ot
12109845,0.8659588,sp?
12153332,0.29462659999999996,ev
12157987,0.5778444,ev
12164634,89.33121690000002,ot
12164751,2.6300876,ev
12167361,47.930949600000005,sp?
12170648,0.599386,sp
12208887,53.50180079999999,sp?
12216706,1.4710604999999999,ev
12216817,0.24627310000000002,ev
12217907,43.2045856,fl
12218858,0.4266579000000001,ev?
12251650,17.761994899999998,fl
12251779,14.8442331,fl
12253490,19.1597425,sp
12255108,9.1315263,ot
12255382,0.9993228000000001,sp
12257908,2.6159168999999998,ev
12267718,0.5450505999999999,ev
12268220,4.4215699,ev
12301181,6.147279,fl
12302391,25.3217327,fl
12305537,0.361815,ev
12306808,37.8784839,fl
12316447,17.9077,sp?
12350008,0.18452960000000002,ev
12351927,10.1161484,sp
12352712,0.722065,ev
12353720,1.9533099999999999,sp?
12356746,1.0049085,sp
12356914,27.307455400000002,fl
12365000,1.2627433000000001,sp
12367310,8.627487400000001,sp
12367464,1.8532087,sp
12400729,0.9317259,sp
12404615,0.36629079999999997,ev
12405950,3.5396300000000003,sp?
12418274,0.3527220999999999,ev
12418319,1.3569736000000001,sp?
12418662,2.751574,sp
12418816,1.5218703000000002,sp
12458133,0.3325218,ev
12458797,0.24132119999999999,ev
12459731,14.1812065,fl
12470041,14.6677416,sp?
12470530,8.2072571,sp
12470954,1.9022098000000003,sp?
12504988,5.0939385,sp
12506351,2.4555173,sp
12508335,42.943865,fl
12508348,0.2556047,ev
12553806,0.4631237,ev
12554536,0.6844956,ev
12557713,7.214722599999999,sp
12598713,0.257179,ev
12599700,1.0177858,sp?
12602985,0.2508689,ev
12643582,88.2954,sp
12644769,41.077586700000005,sp
12645761,5.4191379,sp?
12785282,0.7887499,ev
