KIC	T1	e_T1	T2	e_T2	R1/D	e_R1/D	R2/R1	e_R2/R1	T2/T1	Qual	Src	KIS	T1j	T2j	R2/R1j	T1k1	T2k1	R2/R1k1	Simbad	_RA	_DE
 6671698	 7550	  884	 5748	  580	 1.85e-11	 5.31e-12	 1.636	 0.501	 0.990	00101	1100	1	 7868	 5733	 1.695	 6244	 6153	 0.738	Simbad	284.698880	+42.146820
 6672229	 5561	  355	 5452	  638	 1.71e-11	 1.93e-12	 0.458	 0.227	 0.886	00000	1100	1	 5527	 5807	 0.331	 5675	 5418	 0.699	Simbad	284.941070	+42.113159
 6675060	 6271	  520	 5283	  907	 8.53e-12	 1.78e-12	 0.791	 0.238	 0.700	00010	1100	1	 6351	 4985	 0.813	 6170	 5768	 0.761	Simbad	286.244900	+42.146431
 6677225	 8951	 1292	 6398	  683	 1.57e-11	 4.54e-12	 1.553	 0.524	 0.984	00001	1100	1	 9733	 6309	 1.855	 7245	 7147	 0.851	Simbad	287.137300	+42.144470
 6678383	 6270	  410	 4970	  885	 4.90e-11	 3.21e-12	 0.677	 0.199	 0.700	00010	1100	1	 6292	 4708	 0.678	 6200	 5572	 0.675	Simbad	287.604610	+42.166779
 6689368	 6977	  476	 6738	  680	 2.91e-11	 3.00e-12	 0.990	 0.234	 0.965	11000	1100	1	 7130	 6415	 1.102	 6952	 6847	 0.846	Simbad	291.177800	+42.198814
 6690171	 5068	  353	 5026	  588	 1.61e-11	 2.15e-12	 0.661	 0.255	 0.700	00010	1100	1	 5062	 5014	 0.598	 5080	 5032	 0.719	Simbad	291.426850	+42.164082
 6692340	 6789	  362	 5254	  570	 3.11e-11	 3.25e-12	 1.034	 0.196	 1.051	00000	1010	2	 6902	 3900	 1.104	 6684	 6948	 0.828	Simbad	292.090030	+42.138359
 6694186	 5418	  358	 5268	  823	 7.35e-11	 3.34e-12	 0.415	 0.198	 0.700	00010	1100	1	 5401	 5252	 0.320	 5493	 5274	 0.657	Simbad	292.631130	+42.180779
 6695510	 6198	  377	 5103	 1081	 6.70e-11	 4.14e-12	 0.571	 0.250	 0.971	00000	1000	1	 6198	 5103	 0.571	 6375	 6280	 0.794	Simbad	293.006770	+42.110310
 6695889	 6560	  364	 3713	  565	 1.35e-11	 2.06e-12	 1.241	 0.174	 0.725	00000	1100	1	 6598	 3894	 1.078	 6513	 3661	 1.333	Simbad	293.107420	+42.122589
 6697716	 5400	  359	 4302	  572	 2.81e-11	 2.42e-12	 1.052	 0.202	 0.842	00000	1110	2	 5399	 4163	 1.067	 5576	 4140	 1.264	Simbad	293.594670	+42.143082
 6698670	 6354	  357	 4028	  708	 4.45e-11	 2.46e-12	 0.503	 0.204	 0.368	00000	1100	1	 6321	 3965	 0.399	 6742	 4132	 0.746	Simbad	293.838260	+42.122211
 6699562	 6552	  443	 5177	  944	 3.10e-11	 2.69e-12	 0.679	 0.222	 0.700	00010	1100	1	 6471	 4627	 0.647	 6685	 5886	 0.732	Simbad	294.064700	+42.112869
 6699679	 7032	  356	 7022	  548	 4.59e-11	 5.49e-12	 0.796	 0.289	 1.000	11000	1000	1	 7032	 7022	 0.796	 7348	 7351	 0.718	Simbad	294.095520	+42.161572
 6706287	 5733	  353	 4628	  570	 4.61e-11	 2.36e-12	 0.927	 0.168	 0.933	11000	1100	1	 5730	 3864	 0.924	 5770	 5352	 1.039	Simbad	295.677060	+42.111355
 6707942	 4610	  358	 4532	  607	 5.90e-11	 5.13e-12	 0.659	 0.236	 0.700	00010	1100	1	 4619	 4497	 0.632	 4377	 4647	 0.697	Simbad	296.057590	+42.110931
 6756202	 8252	 1620	 8250	 1664	 2.09e-11	 3.29e-12	 0.611	 0.474	 0.924	00000	1110	2	 8236	 8232	 0.606	 8253	 8282	 0.602	Simbad	283.898620	+42.299992
 6756669	 5557	  365	 5581	  773	 1.75e-11	 2.33e-12	 0.610	 0.275	 0.700	00010	1100	1	 5502	 5575	 0.566	 5625	 5584	 0.652	Simbad	284.087310	+42.233231
 6757558	 4774	  351	 4783	  577	 8.11e-11	 5.60e-12	 0.540	 0.237	 0.700	00010	1100	1	 4770	 4750	 0.418	 4839	 4798	 0.861	Simbad	284.454800	+42.204788
 6758917	 5953	  371	 4764	  681	 2.38e-11	 2.50e-12	 0.768	 0.225	 0.700	00010	1100	1	 6000	 4549	 0.812	 5586	 5855	 0.700	Simbad	285.119690	+42.299129
 6762188	 4804	  351	 4830	  548	 5.28e-11	 3.61e-12	 0.706	 0.207	 0.700	00010	1110	2	 4791	 4810	 0.598	 4831	 4840	 0.814	Simbad	286.551120	+42.234798
 6762829	 5834	  352	 3539	  541	 3.41e-11	 1.76e-12	 0.421	 0.187	 0.401	00000	1100	1	 5815	 3538	 0.460	 5865	 3541	 0.371	Simbad	286.830350	+42.279202
 6766325	 6335	  357	 6376	  557	 2.56e-11	 2.71e-12	 0.735	 0.243	 1.009	00000	1100	1	 6337	 6360	 0.687	 6331	 6392	 0.770	Simbad	288.196620	+42.275169
 6766748	 7050	  358	 6109	  601	 2.42e-11	 2.06e-12	 0.474	 0.214	 0.841	00000	1100	1	 7004	 5973	 0.372	 7355	 6179	 0.782	Simbad	288.363620	+42.248070
 6775034	 7535	  359	 4272	  557	 1.39e-11	 1.82e-12	 1.692	 0.170	 0.700	00010	1110	2	 7532	 3650	 0.826	 6975	 8638	 0.549	Simbad	291.082030	+42.268608
 6778050	 5423	  354	 5243	  548	 2.44e-11	 2.50e-12	 0.842	 0.224	 0.960	00000	1100	1	 5434	 5266	 0.803	 5358	 5148	 0.934	Simbad	292.022130	+42.290089
 6778289	 6829	  380	 6236	  690	 3.25e-11	 3.60e-12	 0.762	 0.269	 0.886	00000	1010	2	 6799	 6162	 0.753	 7079	 6335	 0.771	Simbad	292.102360	+42.252239
 6781535	 8231	 1963	 8264	 2006	 2.34e-11	 5.05e-12	 0.648	 0.584	 0.857	00000	1100	1	 8218	 8283	 0.632	 8244	 8244	 0.663	Simbad	293.074520	+42.280258
 6784887	 5886	  384	 6616	  813	 1.77e-11	 1.95e-12	 0.619	 0.206	 0.700	00010	1110	2	 5829	 6910	 0.646	 6301	 5757	 0.668	Simbad	293.991090	+42.260860
 6791604	10322	  487	 6521	  593	 1.21e-11	 1.71e-12	 1.946	 0.162	 0.815	00000	1100	1	10560	 6526	 2.041	 9855	 6511	 1.515	Simbad	295.675540	+42.240601
 6794131	11868	  794	 8495	  695	 2.12e-11	 3.28e-12	 1.163	 0.284	 0.885	10000	1000	1	11868	 8495	 1.163	10462	 9677	 0.820	Simbad	296.230160	+42.222778
 6803335	 6478	  470	 6325	  663	 5.21e-11	 6.71e-12	 0.909	 0.302	 0.968	11000	1000	1	 6478	 6325	 0.909	 6670	 6696	 0.972	Simbad	298.207520	+42.201134
 6805146	 6548	  371	 5796	 1070	 3.69e-11	 2.49e-12	 0.471	 0.211	 0.700	00010	1100	1	 6499	 5577	 0.522	 6667	 6037	 0.451	Simbad	298.591640	+42.206429
 6805779	 6682	  494	 6355	  693	 3.23e-11	 3.48e-12	 0.941	 0.246	 0.969	00000	1000	0	 6682	 6355	 0.941	     	     	      	Simbad	298.723570	+42.258591
 6806632	20350	  976	 7624	  709	 1.16e-11	 1.80e-12	 1.234	 0.173	 0.700	10010	1000	0	20350	 7624	 1.234	     	     	      	Simbad	298.890750	+42.209862
 6836140	 5247	  357	 4989	  563	 2.51e-11	 2.20e-12	 0.791	 0.195	 0.942	00000	1110	2	 5318	 5141	 0.820	 5252	 4614	 0.838	Simbad	281.040710	+42.397861
 6841577	 5584	  357	 4935	  845	 2.27e-11	 2.43e-12	 0.495	 0.257	 0.508	00000	1100	1	 5550	 5085	 0.451	 5687	 4761	 0.581	Simbad	283.775850	+42.359322
 6842345	 6501	  399	 4793	  655	 1.30e-11	 1.85e-12	 0.936	 0.198	 1.032	00000	1110	2	 6641	 4327	 1.086	 6084	 6059	 0.704	Simbad	284.132080	+42.350441
 6843507	 5668	  362	 5493	  549	 1.76e-11	 1.69e-12	 0.809	 0.165	 0.972	00001	1100	1	 5743	 5586	 0.730	 5555	 5384	 0.868	Simbad	284.644350	+42.398891
 6844489	 6317	  413	 6774	  671	 2.35e-11	 2.23e-12	 0.633	 0.211	 0.966	00000	1100	1	 6037	 7313	 0.572	 6649	 6469	 0.836	Simbad	285.126560	+42.317982
 6847018	 6615	  359	 4106	  794	 3.53e-11	 1.96e-12	 0.524	 0.199	 0.408	00000	1100	1	 6603	 3942	 0.495	 6694	 4535	 0.578	Simbad	286.300260	+42.374828
 6849046	 5549	  351	 5568	  542	 2.93e-11	 2.95e-12	 0.741	 0.241	 1.000	00000	1100	1	 5537	 5539	 0.654	 5609	 5607	 0.828	Simbad	287.130580	+42.350151
 6852488	 9595	  386	 5181	  570	 1.49e-11	 1.73e-12	 1.624	 0.161	 0.653	00000	1110	2	 9842	 5336	 1.952	 9280	 5019	 1.529	Simbad	288.473140	+42.380070
 6853229	 5680	  358	 5697	  573	 1.21e-11	 1.96e-12	 0.709	 0.254	 0.992	00000	1100	1	 6144	 6165	 0.712	 5621	 5589	 0.706	Simbad	288.746550	+42.353191
 6859813	 6396	  381	 5082	  817	 6.03e-11	 5.44e-12	 0.743	 0.239	 0.426	00000	1100	1	 6335	 5279	 0.775	 6470	 4754	 0.708	Simbad	290.806700	+42.343929
